	Time Stamps	Temp	Dew Point	Humidity	Pressure	Visibility	Wind Direction	Wind Speed	Gust Speed	Precipitation	Events	Conditions
180	7/19/1996 -- 1:52 AM	69.1 °F	66.0 °F	90%	29.85 in	7.0 mi	East	9.2 mph	  -	N/A	"	 "	Scattered Clouds
181	7/19/1996 -- 2:52 AM	68.0 °F	64.9 °F	90%	29.82 in	6.0 mi	East	9.2 mph	  -	N/A	"	 "	Clear
182	7/19/1996 -- 3:52 AM	68.0 °F	66.0 °F	93%	29.77 in	6.0 mi	East	6.9 mph	  -	N/A	"	 "	Mostly Cloudy
183	7/19/1996 -- 4:52 AM	68.0 °F	66.0 °F	93%	29.73 in	6.0 mi	ESE	6.9 mph	  -	N/A	"	 "	Mostly Cloudy
184	7/19/1996 -- 5:52 AM	68.0 °F	66.0 °F	93%	29.72 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
185	7/19/1996 -- 6:01 AM	69.8 °F	66.2 °F	88%	29.73 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
186	7/19/1996 -- 6:52 AM	71.1 °F	68.0 °F	90%	29.70 in	3.0 mi	Variable	5.8 mph	  -	N/A	"	 "	Overcast
187	7/19/1996 -- 7:52 AM	71.1 °F	70.0 °F	96%	29.69 in	2.5 mi	Calm	Calm	  -	0.00 in	Rain	Light Rain
188	7/19/1996 -- 9:19 AM	75.2 °F	71.6 °F	89%	29.65 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
189	7/19/1996 -- 9:52 AM	75.9 °F	69.1 °F	79%	29.62 in	8.0 mi	South	9.2 mph	  -	N/A	"	 "	Overcast
190	7/19/1996 -- 10:52 AM	75.9 °F	70.0 °F	82%	29.56 in	8.0 mi	Variable	6.9 mph	  -	N/A	"	 "	Mostly Cloudy
191	7/19/1996 -- 11:12 AM	77.0 °F	71.6 °F	83%	29.55 in	8.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
192	7/19/1996 -- 11:52 AM	78.1 °F	69.1 °F	74%	29.52 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
193	7/19/1996 -- 1:52 PM	80.1 °F	69.1 °F	69%	29.47 in	10.0 mi	West	8.1 mph	  -	N/A	"	 "	Scattered Clouds
194	7/19/1996 -- 2:52 PM	77.0 °F	70.0 °F	79%	29.44 in	4.0 mi	SSW	8.1 mph	  -	0.00 in	Rain	Light Rain
195	7/19/1996 -- 3:52 PM	75.0 °F	73.0 °F	94%	29.41 in	3.0 mi	East	4.6 mph	  -	0.00 in	Rain	Rain
196	7/19/1996 -- 4:52 PM	73.9 °F	72.0 °F	93%	29.38 in	4.0 mi	Variable	6.9 mph	  -	N/A	Rain	Light Rain
197	7/19/1996 -- 5:52 PM	75.0 °F	71.1 °F	87%	29.39 in	10.0 mi	West	12.7 mph	  -	0.00 in	"	 "	Overcast
198	7/19/1996 -- 6:52 PM	75.0 °F	70.0 °F	84%	29.40 in	10.0 mi	WSW	18.4 mph	24.2 mph	N/A	"	 "	Overcast
199	7/19/1996 -- 7:52 PM	75.9 °F	69.1 °F	79%	29.42 in	10.0 mi	WSW	15.0 mph	  -	N/A	"	 "	Overcast
200	7/19/1996 -- 8:52 PM	73.0 °F	62.1 °F	68%	29.48 in	10.0 mi	West	16.1 mph	20.7 mph	N/A	"	 "	Overcast
201	7/19/1996 -- 9:52 PM	69.1 °F	62.1 °F	78%	29.52 in	10.0 mi	Variable	6.9 mph	  -	0.00 in	"	 "	Mostly Cloudy
202	7/19/1996 -- 10:52 PM	70.0 °F	60.1 °F	71%	29.52 in	10.0 mi	Variable	6.9 mph	  -	N/A	"	 "	Overcast
203	7/19/1996 -- 11:52 PM	68.0 °F	57.9 °F	70%	29.55 in	10.0 mi	West	11.5 mph	25.3 mph	N/A	"	 "	Overcast
204	7/18/1996 -- 12:52 AM	63.0 °F	62.1 °F	97%	30.10 in	8.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
205	7/18/1996 -- 1:52 AM	62.1 °F	61.0 °F	96%	30.10 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
206	7/18/1996 -- 2:52 AM	61.0 °F	60.1 °F	97%	30.10 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
207	7/18/1996 -- 3:52 AM	59.0 °F	59.0 °F	100%	30.10 in	4.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
208	7/18/1996 -- 4:52 AM	57.9 °F	57.9 °F	100%	30.09 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
209	7/18/1996 -- 5:52 AM	57.9 °F	57.9 °F	100%	30.11 in	2.5 mi	Calm	Calm	  -	N/A	"	 "	Clear
210	7/18/1996 -- 6:52 AM	61.0 °F	60.1 °F	97%	30.11 in	4.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
211	7/18/1996 -- 7:52 AM	66.0 °F	63.0 °F	90%	30.10 in	9.0 mi	SE	3.5 mph	  -	N/A	"	 "	Clear
212	7/18/1996 -- 8:52 AM	72.0 °F	64.0 °F	76%	30.10 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
213	7/18/1996 -- 10:52 AM	79.0 °F	64.9 °F	62%	30.08 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
214	7/18/1996 -- 11:52 AM	82.0 °F	64.9 °F	56%	30.06 in	10.0 mi	North	5.8 mph	  -	N/A	"	 "	Partly Cloudy
215	7/18/1996 -- 12:52 PM	82.9 °F	62.1 °F	49%	30.04 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Partly Cloudy
216	7/18/1996 -- 1:52 PM	84.0 °F	61.0 °F	46%	30.01 in	10.0 mi	Variable	6.9 mph	  -	N/A	"	 "	Partly Cloudy
217	7/18/1996 -- 2:52 PM	84.0 °F	62.1 °F	47%	30.01 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Partly Cloudy
218	7/18/1996 -- 3:52 PM	84.0 °F	64.0 °F	51%	30.00 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Scattered Clouds
219	7/18/1996 -- 4:52 PM	84.0 °F	64.9 °F	53%	29.98 in	10.0 mi	WSW	3.5 mph	  -	N/A	"	 "	Clear
220	7/18/1996 -- 5:52 PM	84.0 °F	66.0 °F	55%	29.96 in	10.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Partly Cloudy
221	7/18/1996 -- 6:52 PM	82.0 °F	73.0 °F	74%	29.94 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
222	7/18/1996 -- 7:52 PM	75.9 °F	71.1 °F	85%	29.93 in	10.0 mi	ESE	3.5 mph	  -	N/A	"	 "	Clear
223	7/18/1996 -- 8:52 PM	72.0 °F	69.1 °F	91%	29.93 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Clear
224	7/18/1996 -- 9:52 PM	72.0 °F	68.0 °F	87%	29.92 in	8.0 mi	East	4.6 mph	  -	N/A	"	 "	Partly Cloudy
225	7/18/1996 -- 10:52 PM	71.1 °F	66.9 °F	87%	29.91 in	8.0 mi	East	6.9 mph	  -	N/A	"	 "	Clear
226	7/18/1996 -- 11:52 PM	70.0 °F	66.9 °F	90%	29.89 in	8.0 mi	Variable	5.8 mph	  -	N/A	"	 "	Clear
227	7/17/1996 -- 1:52 AM	63.0 °F	63.0 °F	100%	30.02 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
228	7/17/1996 -- 2:52 AM	64.0 °F	63.0 °F	96%	30.03 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
229	7/17/1996 -- 4:52 AM	62.1 °F	62.1 °F	100%	30.03 in	5.0 mi	WNW	3.5 mph	  -	N/A	"	 "	Clear
230	7/17/1996 -- 5:52 AM	62.1 °F	62.1 °F	100%	30.04 in	3.0 mi	SW	3.5 mph	  -	N/A	"	 "	Clear
231	7/17/1996 -- 6:52 AM	64.9 °F	63.0 °F	93%	30.06 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
232	7/17/1996 -- 7:52 AM	66.9 °F	64.0 °F	90%	30.05 in	6.0 mi	ENE	3.5 mph	  -	N/A	"	 "	Clear
233	7/17/1996 -- 8:52 AM	73.0 °F	66.9 °F	81%	30.05 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
234	7/17/1996 -- 9:52 AM	78.1 °F	66.0 °F	66%	30.05 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Scattered Clouds
235	7/17/1996 -- 10:52 AM	80.1 °F	66.9 °F	64%	30.06 in	10.0 mi	West	10.4 mph	17.3 mph	N/A	"	 "	Partly Cloudy
236	7/17/1996 -- 11:52 AM	81.0 °F	68.0 °F	65%	30.06 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
237	7/17/1996 -- 12:52 PM	82.9 °F	66.0 °F	56%	30.05 in	10.0 mi	West	12.7 mph	  -	N/A	"	 "	Scattered Clouds
238	7/17/1996 -- 1:52 PM	82.9 °F	64.9 °F	54%	30.04 in	10.0 mi	West	11.5 mph	17.3 mph	N/A	"	 "	Scattered Clouds
239	7/17/1996 -- 2:52 PM	82.9 °F	63.0 °F	51%	30.02 in	10.0 mi	WSW	19.6 mph	25.3 mph	N/A	"	 "	Clear
240	7/17/1996 -- 3:52 PM	82.0 °F	63.0 °F	52%	30.02 in	10.0 mi	West	12.7 mph	18.4 mph	N/A	"	 "	Partly Cloudy
241	7/17/1996 -- 4:52 PM	82.0 °F	63.0 °F	52%	30.02 in	10.0 mi	West	10.4 mph	19.6 mph	N/A	"	 "	Clear
242	7/17/1996 -- 6:52 PM	81.0 °F	62.1 °F	52%	30.04 in	10.0 mi	WSW	12.7 mph	  -	N/A	"	 "	Clear
243	7/17/1996 -- 7:52 PM	77.0 °F	63.0 °F	62%	30.05 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Clear
244	7/17/1996 -- 8:52 PM	70.0 °F	64.9 °F	84%	30.06 in	10.0 mi	North	3.5 mph	  -	N/A	"	 "	Clear
245	7/17/1996 -- 9:52 PM	66.9 °F	64.9 °F	93%	30.08 in	10.0 mi	NW	4.6 mph	  -	N/A	"	 "	Clear
246	7/17/1996 -- 10:52 PM	64.9 °F	63.0 °F	93%	30.08 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
247	7/17/1996 -- 11:52 PM	66.0 °F	63.0 °F	90%	30.09 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Clear
248	7/16/1996 -- 12:52 AM	70.0 °F	68.0 °F	93%	29.90 in	6.0 mi	West	6.9 mph	  -	0.02 in	Rain	Light Rain
249	7/16/1996 -- 1:52 AM	69.1 °F	66.9 °F	93%	29.91 in	9.0 mi	West	5.8 mph	  -	0.00 in	"	 "	Overcast
250	7/16/1996 -- 2:52 AM	69.1 °F	66.9 °F	93%	29.93 in	8.0 mi	West	6.9 mph	  -	N/A	"	 "	Overcast
251	7/16/1996 -- 3:52 AM	69.1 °F	66.9 °F	93%	29.94 in	7.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Overcast
252	7/16/1996 -- 4:52 AM	69.1 °F	66.0 °F	90%	29.95 in	9.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
253	7/16/1996 -- 5:52 AM	66.0 °F	64.9 °F	96%	29.97 in	5.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
254	7/16/1996 -- 6:52 AM	68.0 °F	66.0 °F	93%	29.99 in	6.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Scattered Clouds
255	7/16/1996 -- 7:52 AM	73.0 °F	64.9 °F	76%	30.00 in	10.0 mi	WSW	6.9 mph	  -	N/A	"	 "	Partly Cloudy
256	7/16/1996 -- 8:52 AM	73.0 °F	64.9 °F	76%	30.00 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Scattered Clouds
257	7/16/1996 -- 9:52 AM	75.9 °F	66.0 °F	71%	30.01 in	10.0 mi	SW	6.9 mph	  -	N/A	"	 "	Mostly Cloudy
258	7/16/1996 -- 10:52 AM	77.0 °F	64.9 °F	66%	30.01 in	10.0 mi	SW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
259	7/16/1996 -- 11:52 AM	79.0 °F	64.9 °F	62%	30.01 in	10.0 mi	WSW	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
260	7/16/1996 -- 12:52 PM	80.1 °F	64.9 °F	60%	29.99 in	10.0 mi	WSW	13.8 mph	17.3 mph	N/A	"	 "	Mostly Cloudy
261	7/16/1996 -- 1:52 PM	82.0 °F	64.9 °F	56%	29.98 in	10.0 mi	SW	9.2 mph	  -	N/A	"	 "	Partly Cloudy
262	7/16/1996 -- 2:52 PM	82.9 °F	64.9 °F	54%	29.96 in	10.0 mi	SW	13.8 mph	18.4 mph	N/A	"	 "	Partly Cloudy
263	7/16/1996 -- 3:52 PM	82.0 °F	64.9 °F	56%	29.95 in	10.0 mi	WSW	10.4 mph	19.6 mph	N/A	"	 "	Scattered Clouds
264	7/16/1996 -- 4:52 PM	82.9 °F	66.0 °F	56%	29.94 in	10.0 mi	WSW	12.7 mph	17.3 mph	N/A	"	 "	Partly Cloudy
265	7/16/1996 -- 5:52 PM	82.9 °F	66.0 °F	56%	29.94 in	10.0 mi	SW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
266	7/16/1996 -- 6:52 PM	80.1 °F	64.9 °F	60%	29.95 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Scattered Clouds
267	7/16/1996 -- 7:52 PM	77.0 °F	64.0 °F	64%	29.96 in	10.0 mi	West	10.4 mph	16.1 mph	N/A	"	 "	Clear
268	7/16/1996 -- 8:52 PM	70.0 °F	66.9 °F	90%	29.98 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
269	7/16/1996 -- 9:52 PM	66.9 °F	66.0 °F	97%	30.00 in	8.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
270	7/16/1996 -- 10:52 PM	66.0 °F	64.0 °F	93%	30.01 in	7.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
271	7/16/1996 -- 11:52 PM	64.0 °F	64.0 °F	100%	30.01 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
272	7/15/1996 -- 12:52 AM	73.0 °F	69.1 °F	87%	29.98 in	6.0 mi	East	5.8 mph	  -	N/A	"	 "	Clear
273	7/15/1996 -- 1:52 AM	72.0 °F	69.1 °F	91%	29.97 in	5.0 mi	East	4.6 mph	  -	N/A	"	 "	Partly Cloudy
274	7/15/1996 -- 2:52 AM	70.0 °F	69.1 °F	97%	29.98 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
275	7/15/1996 -- 3:52 AM	70.0 °F	69.1 °F	97%	29.98 in	4.0 mi	ESE	3.5 mph	  -	N/A	"	 "	Clear
276	7/15/1996 -- 4:52 AM	71.1 °F	69.1 °F	93%	29.96 in	3.0 mi	SSE	5.8 mph	  -	N/A	"	 "	Clear
277	7/15/1996 -- 5:52 AM	72.0 °F	70.0 °F	93%	29.97 in	2.5 mi	ESE	9.2 mph	  -	N/A	"	 "	Clear
278	7/15/1996 -- 6:52 AM	73.9 °F	71.1 °F	91%	29.96 in	3.0 mi	East	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
279	7/15/1996 -- 8:52 AM	77.0 °F	73.0 °F	88%	29.94 in	4.0 mi	East	11.5 mph	18.4 mph	N/A	"	 "	Partly Cloudy
280	7/15/1996 -- 9:52 AM	80.1 °F	73.0 °F	79%	29.94 in	5.0 mi	East	13.8 mph	20.7 mph	N/A	"	 "	Haze
281	7/15/1996 -- 11:52 AM	79.0 °F	73.0 °F	82%	29.91 in	6.0 mi	ESE	17.3 mph	23.0 mph	0.00 in	"	 "	Haze
282	7/15/1996 -- 1:52 PM	79.0 °F	73.0 °F	82%	29.87 in	5.0 mi	ESE	19.6 mph	29.9 mph	N/A	"	 "	Haze
283	7/15/1996 -- 2:52 PM	78.1 °F	73.0 °F	84%	29.84 in	6.0 mi	ESE	13.8 mph	18.4 mph	0.00 in	Rain	Light Rain
284	7/15/1996 -- 3:52 PM	81.0 °F	73.0 °F	77%	29.82 in	4.0 mi	Variable	3.5 mph	21.9 mph	0.01 in	Rain	Light Rain
285	7/15/1996 -- 4:52 PM	80.1 °F	73.0 °F	79%	29.81 in	2.5 mi	South	15.0 mph	26.5 mph	0.02 in	Rain	Light Rain
286	7/15/1996 -- 5:52 PM	79.0 °F	73.0 °F	82%	29.80 in	6.0 mi	Variable	4.6 mph	  -	0.00 in	Rain	Light Rain
287	7/15/1996 -- 6:52 PM	80.1 °F	73.0 °F	79%	29.80 in	8.0 mi	SW	8.1 mph	18.4 mph	0.00 in	"	 "	Mostly Cloudy
288	7/15/1996 -- 7:52 PM	80.1 °F	72.0 °F	76%	29.81 in	7.0 mi	SSW	8.1 mph	16.1 mph	0.00 in	"	 "	Mostly Cloudy
289	7/15/1996 -- 8:52 PM	78.1 °F	72.0 °F	81%	29.81 in	8.0 mi	SSW	10.4 mph	  -	0.05 in	Rain	Light Rain
290	7/15/1996 -- 9:52 PM	75.0 °F	73.0 °F	94%	29.83 in	4.0 mi	Variable	4.6 mph	  -	0.05 in	Rain	Light Rain
291	7/15/1996 -- 10:52 PM	73.9 °F	73.0 °F	97%	29.85 in	5.0 mi	SSE	3.5 mph	  -	0.08 in	Rain	Light Rain
292	7/15/1996 -- 11:52 PM	72.0 °F	70.0 °F	93%	29.88 in	4.0 mi	West	5.8 mph	  -	0.02 in	Rain	Light Rain
293	7/14/1996 -- 12:52 AM	68.0 °F	64.0 °F	87%	29.77 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Overcast
294	7/14/1996 -- 1:52 AM	66.9 °F	64.9 °F	93%	29.79 in	10.0 mi	Variable	5.8 mph	  -	N/A	"	 "	Overcast
295	7/14/1996 -- 2:52 AM	68.0 °F	64.0 °F	87%	29.81 in	10.0 mi	WSW	12.7 mph	  -	N/A	"	 "	Partly Cloudy
296	7/14/1996 -- 3:52 AM	66.0 °F	64.0 °F	93%	29.84 in	10.0 mi	West	8.1 mph	  -	N/A	"	 "	Clear
297	7/14/1996 -- 4:52 AM	66.9 °F	64.0 °F	90%	29.87 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Mostly Cloudy
298	7/14/1996 -- 5:52 AM	68.0 °F	64.9 °F	90%	29.89 in	10.0 mi	West	8.1 mph	  -	N/A	"	 "	Overcast
299	7/14/1996 -- 6:52 AM	68.0 °F	66.0 °F	93%	29.90 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Scattered Clouds
300	7/14/1996 -- 7:52 AM	71.1 °F	66.0 °F	84%	29.92 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
301	7/14/1996 -- 8:52 AM	73.9 °F	66.9 °F	79%	29.93 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
302	7/14/1996 -- 9:52 AM	77.0 °F	66.9 °F	71%	29.92 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
303	7/14/1996 -- 10:52 AM	79.0 °F	66.9 °F	66%	29.93 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
304	7/14/1996 -- 11:52 AM	82.0 °F	70.0 °F	67%	29.93 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
305	7/14/1996 -- 12:52 PM	84.0 °F	71.1 °F	65%	29.91 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Partly Cloudy
306	7/14/1996 -- 1:52 PM	86.0 °F	71.1 °F	61%	29.91 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Partly Cloudy
307	7/14/1996 -- 2:52 PM	86.0 °F	71.1 °F	61%	29.91 in	7.0 mi	South	6.9 mph	  -	N/A	"	 "	Clear
308	7/14/1996 -- 3:52 PM	86.0 °F	71.1 °F	61%	29.89 in	5.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Haze
309	7/14/1996 -- 4:52 PM	84.9 °F	72.0 °F	65%	29.89 in	5.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Haze
310	7/14/1996 -- 5:52 PM	84.9 °F	72.0 °F	65%	29.89 in	5.0 mi	SSW	5.8 mph	  -	N/A	"	 "	Haze
311	7/14/1996 -- 6:52 PM	82.9 °F	71.1 °F	67%	29.90 in	5.0 mi	Variable	5.8 mph	  -	N/A	"	 "	Haze
312	7/14/1996 -- 7:52 PM	81.0 °F	71.1 °F	72%	29.94 in	6.0 mi	Variable	5.8 mph	  -	N/A	"	 "	Haze
313	7/14/1996 -- 8:52 PM	78.1 °F	72.0 °F	81%	29.93 in	6.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Haze
314	7/14/1996 -- 9:52 PM	75.9 °F	70.0 °F	82%	29.96 in	7.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
315	7/14/1996 -- 10:52 PM	75.0 °F	68.0 °F	79%	29.97 in	8.0 mi	East	5.8 mph	  -	N/A	"	 "	Partly Cloudy
316	7/14/1996 -- 11:52 PM	73.0 °F	69.1 °F	87%	29.99 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
317	7/13/1996 -- 12:52 AM	68.0 °F	62.1 °F	81%	30.16 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
318	7/13/1996 -- 2:52 AM	64.9 °F	64.0 °F	97%	30.13 in	6.0 mi	SSE	3.5 mph	  -	0.00 in	Rain	Light Rain
319	7/13/1996 -- 3:52 AM	64.9 °F	64.0 °F	97%	30.11 in	7.0 mi	ESE	5.8 mph	  -	N/A	Rain	Light Rain
320	7/13/1996 -- 7:52 AM	66.0 °F	66.0 °F	100%	30.03 in	1.5 mi	Calm	Calm	  -	0.11 in	Rain	Rain
321	7/13/1996 -- 8:52 AM	68.0 °F	66.9 °F	96%	30.03 in	1.5 mi	ESE	10.4 mph	  -	0.24 in	Rain	Heavy Rain
322	7/13/1996 -- 9:52 AM	68.0 °F	66.9 °F	96%	29.99 in	2.0 mi	Variable	5.8 mph	  -	0.35 in	Rain	Heavy Rain
323	7/13/1996 -- 10:52 AM	68.0 °F	66.9 °F	96%	29.96 in	2.0 mi	ESE	5.8 mph	  -	0.34 in	Rain	Heavy Rain
324	7/13/1996 -- 11:52 AM	66.9 °F	66.9 °F	100%	29.92 in	1.2 mi	SE	6.9 mph	  -	0.36 in	Rain	Heavy Rain
325	7/13/1996 -- 12:52 PM	69.1 °F	66.0 °F	90%	29.87 in	4.0 mi	ESE	9.2 mph	  -	0.39 in	Rain	Rain
326	7/13/1996 -- 1:52 PM	68.0 °F	66.0 °F	93%	29.81 in	2.0 mi	ESE	8.1 mph	  -	0.29 in	Rain	Heavy Rain
327	7/13/1996 -- 2:52 PM	68.0 °F	66.0 °F	93%	29.72 in	4.0 mi	Variable	3.5 mph	  -	0.12 in	Rain	Rain
328	7/13/1996 -- 3:52 PM	68.0 °F	66.0 °F	93%	29.66 in	1.5 mi	Calm	Calm	  -	0.18 in	Rain	Heavy Rain
329	7/13/1996 -- 4:52 PM	68.0 °F	66.9 °F	96%	29.61 in	2.5 mi	SW	3.5 mph	  -	0.11 in	Rain	Rain
330	7/13/1996 -- 5:52 PM	68.0 °F	66.0 °F	93%	29.58 in	6.0 mi	West	6.9 mph	  -	0.13 in	Rain	Light Rain
331	7/13/1996 -- 6:52 PM	66.9 °F	66.0 °F	97%	29.57 in	3.0 mi	Variable	6.9 mph	  -	0.07 in	Rain	Rain
332	7/13/1996 -- 7:52 PM	66.9 °F	66.0 °F	97%	29.58 in	10.0 mi	West	8.1 mph	17.3 mph	0.04 in	Rain	Light Rain
333	7/13/1996 -- 9:52 PM	68.0 °F	66.0 °F	93%	29.67 in	10.0 mi	WSW	8.1 mph	  -	0.01 in	"	 "	Overcast
334	7/13/1996 -- 10:52 PM	68.0 °F	64.9 °F	90%	29.70 in	10.0 mi	WSW	5.8 mph	  -	N/A	"	 "	Overcast
335	7/13/1996 -- 11:52 PM	68.0 °F	64.9 °F	90%	29.74 in	10.0 mi	WSW	3.5 mph	  -	N/A	"	 "	Overcast
336	7/12/1996 -- 12:52 AM	57.0 °F	55.9 °F	96%	30.28 in	9.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
337	7/12/1996 -- 1:52 AM	55.0 °F	55.0 °F	100%	30.28 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
338	7/12/1996 -- 3:52 AM	53.1 °F	53.1 °F	100%	30.29 in	9.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
339	7/12/1996 -- 4:52 AM	52.0 °F	52.0 °F	100%	30.29 in	7.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
340	7/12/1996 -- 5:52 AM	55.0 °F	54.0 °F	96%	30.29 in	10.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Clear
341	7/12/1996 -- 6:52 AM	55.0 °F	55.0 °F	100%	30.29 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
342	7/12/1996 -- 7:52 AM	60.1 °F	57.0 °F	90%	30.30 in	10.0 mi	ESE	4.6 mph	  -	N/A	"	 "	Clear
343	7/12/1996 -- 8:52 AM	66.9 °F	57.9 °F	73%	30.30 in	10.0 mi	East	5.8 mph	  -	N/A	"	 "	Clear
344	7/12/1996 -- 9:52 AM	72.0 °F	61.0 °F	68%	30.29 in	10.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Clear
345	7/12/1996 -- 10:52 AM	77.0 °F	55.9 °F	48%	30.27 in	10.0 mi	Variable	6.9 mph	  -	N/A	"	 "	Clear
346	7/12/1996 -- 11:52 AM	78.1 °F	55.0 °F	45%	30.26 in	10.0 mi	SW	8.1 mph	  -	N/A	"	 "	Clear
347	7/12/1996 -- 12:52 PM	79.0 °F	55.0 °F	44%	30.25 in	10.0 mi	Variable	6.9 mph	  -	N/A	"	 "	Clear
348	7/12/1996 -- 1:52 PM	80.1 °F	55.0 °F	42%	30.23 in	10.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Partly Cloudy
349	7/12/1996 -- 2:52 PM	79.0 °F	57.0 °F	47%	30.22 in	10.0 mi	South	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
350	7/12/1996 -- 4:52 PM	80.1 °F	57.0 °F	45%	30.21 in	10.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Clear
351	7/12/1996 -- 5:52 PM	79.0 °F	59.0 °F	50%	30.19 in	10.0 mi	Variable	5.8 mph	  -	N/A	"	 "	Scattered Clouds
352	7/12/1996 -- 6:52 PM	78.1 °F	61.0 °F	56%	30.19 in	10.0 mi	SSW	9.2 mph	  -	N/A	"	 "	Overcast
353	7/12/1996 -- 7:52 PM	73.0 °F	64.0 °F	73%	30.17 in	10.0 mi	SSE	3.5 mph	  -	N/A	"	 "	Scattered Clouds
354	7/12/1996 -- 8:52 PM	70.0 °F	63.0 °F	78%	30.17 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
355	7/12/1996 -- 9:52 PM	72.0 °F	63.0 °F	73%	30.19 in	10.0 mi	Variable	5.8 mph	  -	N/A	"	 "	Scattered Clouds
356	7/12/1996 -- 10:52 PM	72.0 °F	60.1 °F	66%	30.18 in	10.0 mi	East	8.1 mph	  -	N/A	"	 "	Clear
357	7/12/1996 -- 11:52 PM	68.0 °F	61.0 °F	78%	30.17 in	10.0 mi	East	3.5 mph	  -	N/A	"	 "	Mostly Cloudy
358	7/11/1996 -- 12:52 AM	61.0 °F	53.1 °F	75%	30.13 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Scattered Clouds
