	Time Stamps	Temp	Dew Point	Humidity	Pressure	Visibility	Wind Direction	Wind Speed	Gust Speed	Precipitation	Events	Conditions
572	1/26/1986 -- 6:00 AM	37.0 °F	37.0 °F	100%	29.81 in	1.0 mi	NW	5.8 mph	  -	N/A	Fog	Light Drizzle
573	1/26/1986 -- 6:22 AM	  -	  -	N/A%	29.80 in	1.0 mi	NW	5.8 mph	  -	N/A	Fog	Light Drizzle
574	1/26/1986 -- 7:00 AM	37.0 °F	37.0 °F	100%	29.82 in	1.0 mi	WNW	4.6 mph	  -	N/A	Fog	Fog
575	1/26/1986 -- 8:00 AM	37.0 °F	37.0 °F	100%	29.81 in	1.0 mi	North	3.5 mph	  -	0.01 in	Fog	"	,"
576	1/26/1986 -- 8:53 AM	  -	  -	N/A%	29.80 in	2.0 mi	Calm	Calm	  -	N/A	Fog	Fog
577	1/26/1986 -- 9:00 AM	37.9 °F	37.0 °F	97%	29.81 in	1.0 mi	North	3.5 mph	  -	N/A	Fog	Fog
578	1/26/1986 -- 10:00 AM	37.9 °F	37.0 °F	97%	29.79 in	2.0 mi	NNW	4.6 mph	  -	0.01 in	Fog	"	,"
579	1/26/1986 -- 11:00 AM	37.9 °F	37.0 °F	97%	29.79 in	5.5 mi	NW	5.8 mph	  -	0.03 in	Fog	"	,"
580	1/26/1986 -- 12:00 PM	39.0 °F	37.9 °F	96%	29.74 in	5.5 mi	West	6.9 mph	  -	0.04 in	Fog	"	,"
581	1/26/1986 -- 1:00 PM	39.0 °F	37.9 °F	96%	29.71 in	5.5 mi	West	5.8 mph	  -	0.07 in	Fog	"	,"
582	1/26/1986 -- 1:39 PM	  -	  -	N/A%	29.67 in	5.5 mi	NW	6.9 mph	  -	N/A	Fog	"	,"
583	1/26/1986 -- 2:00 PM	39.0 °F	37.9 °F	96%	29.66 in	10.5 mi	NW	6.9 mph	  -	0.03 in	Fog	"	,"
584	1/26/1986 -- 3:00 PM	39.0 °F	37.0 °F	93%	29.63 in	4.0 mi	NNW	8.1 mph	  -	0.01 in	Fog	Light Drizzle
585	1/26/1986 -- 3:24 PM	  -	  -	N/A%	29.61 in	4.0 mi	NNW	9.2 mph	  -	N/A	Fog	"	,"
586	1/26/1986 -- 4:00 PM	37.9 °F	37.0 °F	97%	29.62 in	4.0 mi	NNW	9.2 mph	  -	0.01 in	Fog	"	,"
587	1/26/1986 -- 5:00 PM	39.0 °F	37.9 °F	96%	29.60 in	4.0 mi	NNW	8.1 mph	  -	N/A	Fog	Light Drizzle
588	1/26/1986 -- 6:00 PM	39.0 °F	37.0 °F	93%	29.60 in	4.0 mi	NW	10.4 mph	  -	N/A	Fog	"	,"
589	1/26/1986 -- 7:00 PM	39.0 °F	37.0 °F	93%	29.58 in	4.0 mi	NW	8.1 mph	  -	N/A	Fog	"	,"
590	1/26/1986 -- 7:30 PM	  -	  -	N/A%	29.58 in	4.0 mi	WNW	10.4 mph	  -	N/A	Fog	Light Drizzle
591	1/26/1986 -- 8:00 PM	39.0 °F	37.0 °F	93%	29.59 in	6.0 mi	WNW	10.4 mph	  -	N/A	Fog	"	,"
592	1/26/1986 -- 9:00 PM	37.9 °F	37.0 °F	97%	29.60 in	5.0 mi	WNW	10.4 mph	  -	0.01 in	Fog	"	,"
593	1/26/1986 -- 10:00 PM	37.0 °F	36.0 °F	96%	29.58 in	4.0 mi	WNW	8.1 mph	  -	0.02 in	Fog	"	,"
594	1/26/1986 -- 11:00 PM	36.0 °F	35.1 °F	97%	29.56 in	7.0 mi	NNW	8.1 mph	  -	0.01 in	"	 "	Overcast
595	7/10/1985 -- 12:00 AM	75.9 °F	68.0 °F	76%	29.87 in	5.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Drizzle
596	7/10/1985 -- 1:00 AM	75.0 °F	66.9 °F	76%	29.87 in	5.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Drizzle
597	7/10/1985 -- 2:00 AM	73.9 °F	66.9 °F	79%	29.87 in	4.0 mi	SW	4.6 mph	  -	N/A	"	 "	Drizzle
598	7/10/1985 -- 3:00 AM	73.0 °F	66.9 °F	81%	29.85 in	4.0 mi	SW	4.6 mph	  -	N/A	"	 "	Drizzle
599	7/10/1985 -- 4:00 AM	71.1 °F	66.0 °F	84%	29.86 in	4.0 mi	ESE	4.6 mph	  -	N/A	"	 "	Drizzle
600	7/10/1985 -- 5:00 AM	70.0 °F	66.0 °F	87%	29.87 in	3.0 mi	ESE	3.5 mph	  -	N/A	Fog	Fog
601	7/10/1985 -- 6:00 AM	68.0 °F	64.9 °F	90%	29.89 in	10.5 mi	SE	4.6 mph	  -	N/A	Fog	Fog
602	7/10/1985 -- 7:00 AM	69.1 °F	66.0 °F	90%	29.89 in	10.5 mi	SW	3.5 mph	  -	N/A	Fog	Fog
603	7/10/1985 -- 8:00 AM	73.9 °F	68.0 °F	82%	29.91 in	5.8 mi	SW	4.6 mph	  -	N/A	"	 "	Drizzle
604	7/10/1985 -- 8:13 AM	  -	  -	N/A%	29.92 in	3.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Drizzle
605	7/10/1985 -- 9:00 AM	79.0 °F	69.1 °F	72%	29.90 in	3.0 mi	South	2.3 mph	  -	N/A	"	 "	Drizzle
606	7/10/1985 -- 10:00 AM	82.0 °F	69.1 °F	65%	29.88 in	3.0 mi	West	4.6 mph	  -	N/A	"	 "	Drizzle
607	7/10/1985 -- 11:00 AM	86.0 °F	70.0 °F	59%	29.89 in	4.0 mi	WSW	5.8 mph	  -	N/A	"	 "	Drizzle
608	7/10/1985 -- 12:00 PM	90.0 °F	68.0 °F	48%	29.90 in	5.0 mi	WNW	8.1 mph	  -	N/A	"	 "	Drizzle
609	7/10/1985 -- 1:00 PM	91.0 °F	66.9 °F	45%	29.90 in	5.0 mi	South	8.1 mph	  -	N/A	"	 "	Drizzle
610	7/10/1985 -- 2:00 PM	91.9 °F	68.0 °F	45%	29.88 in	5.0 mi	WSW	10.4 mph	  -	N/A	"	 "	Drizzle
611	7/10/1985 -- 3:00 PM	93.0 °F	68.0 °F	44%	29.85 in	5.0 mi	SW	9.2 mph	  -	N/A	"	 "	Drizzle
612	7/10/1985 -- 4:00 PM	93.9 °F	63.0 °F	36%	29.83 in	5.0 mi	SW	13.8 mph	  -	N/A	"	 "	Drizzle
613	7/10/1985 -- 5:00 PM	93.0 °F	68.0 °F	44%	29.84 in	5.0 mi	SW	11.5 mph	  -	N/A	"	 "	Drizzle
614	7/10/1985 -- 6:00 PM	91.9 °F	64.0 °F	39%	29.84 in	5.0 mi	SSW	10.4 mph	  -	N/A	"	 "	Drizzle
615	7/10/1985 -- 7:00 PM	89.1 °F	68.0 °F	50%	29.81 in	5.0 mi	SSW	6.9 mph	  -	N/A	"	 "	Drizzle
616	7/10/1985 -- 8:00 PM	84.0 °F	72.0 °F	67%	29.82 in	5.0 mi	SE	6.9 mph	  -	N/A	"	 "	Drizzle
617	7/10/1985 -- 9:00 PM	81.0 °F	71.1 °F	72%	29.85 in	5.0 mi	ESE	4.6 mph	  -	N/A	"	 "	Drizzle
618	7/10/1985 -- 10:00 PM	82.0 °F	69.1 °F	65%	29.83 in	5.0 mi	South	4.6 mph	  -	N/A	"	 "	Drizzle
619	7/10/1985 -- 10:30 PM	  -	  -	N/A%	29.90 in	10.0 mi	NNW	18.4 mph	  -	N/A	Thunderstorm	Thunderstorm
620	7/10/1985 -- 11:00 PM	73.9 °F	62.1 °F	66%	29.94 in	1.0 mi	North	19.6 mph	  -	0.28 in	Rain	"	,"
621	7/10/1985 -- 11:03 PM	  -	  -	N/A%	29.95 in	6.0 mi	NW	16.1 mph	  -	N/A	Rain	"	,"
622	7/10/1985 -- 11:29 PM	  -	  -	N/A%	29.95 in	6.0 mi	NNE	3.5 mph	  -	N/A	"	 "	Clear
623	12/22/1984 -- 12:00 AM	61.0 °F	51.1 °F	70%	29.95 in	10.0 mi	South	12.7 mph	  -	N/A	"	 "	Mostly Cloudy
624	12/22/1984 -- 1:00 AM	62.1 °F	51.1 °F	67%	29.92 in	10.0 mi	SSW	13.8 mph	  -	N/A	"	 "	Partly Cloudy
625	12/22/1984 -- 2:00 AM	63.0 °F	53.1 °F	70%	29.91 in	10.0 mi	South	15.0 mph	24.2 mph	N/A	"	 "	Overcast
626	12/22/1984 -- 3:00 AM	64.0 °F	54.0 °F	70%	29.92 in	10.0 mi	SSW	16.1 mph	  -	N/A	"	 "	Overcast
627	12/22/1984 -- 4:00 AM	64.0 °F	54.0 °F	70%	29.91 in	10.0 mi	SSW	11.5 mph	24.2 mph	N/A	"	 "	Overcast
628	12/22/1984 -- 5:00 AM	64.0 °F	54.0 °F	70%	29.89 in	10.0 mi	South	12.7 mph	23.0 mph	N/A	"	 "	Overcast
629	12/22/1984 -- 5:40 AM	  -	  -	N/A%	29.91 in	10.0 mi	SSW	12.7 mph	  -	N/A	Rain	Light Rain
630	12/22/1984 -- 6:00 AM	64.0 °F	54.0 °F	70%	29.90 in	10.0 mi	SSW	13.8 mph	  -	N/A	Rain	Light Rain
631	12/22/1984 -- 7:00 AM	64.9 °F	53.1 °F	65%	29.91 in	10.0 mi	SW	15.0 mph	  -	N/A	"	 "	Overcast
632	12/22/1984 -- 7:17 AM	  -	N/A%	29.93 in	2.0 mi	SW	11.5 mph	  -	N/A	Fog	"	,"	Rain
633	12/22/1984 -- 7:37 AM	  -	N/A%	29.96 in	10.5 mi	WNW	13.8 mph	  -	N/A	Fog	"	,"	Rain
634	12/22/1984 -- 8:00 AM	60.1 °F	90%	29.96 in	10.5 mi	WNW	11.5 mph	  -	0.02 in	Fog	"	,"	Rain
635	12/22/1984 -- 9:00 AM	57.9 °F	87%	29.99 in	4.0 mi	WSW	9.2 mph	  -	0.02 in	Fog	"	,"	Rain
636	12/22/1984 -- 10:00 AM	57.9 °F	81%	30.01 in	5.0 mi	SSW	13.8 mph	  -	0.02 in	Fog	"	,"	Rain
637	12/22/1984 -- 11:00 AM	57.9 °F	52.0 °F	81%	30.01 in	7.0 mi	SW	9.2 mph	  -	N/A	"	 "	Overcast
638	12/22/1984 -- 12:00 PM	59.0 °F	53.1 °F	81%	29.98 in	7.0 mi	SSW	9.2 mph	  -	N/A	Rain	Light Rain
639	12/22/1984 -- 1:00 PM	60.1 °F	54.0 °F	80%	29.96 in	7.0 mi	SW	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
640	12/22/1984 -- 2:00 PM	61.0 °F	54.0 °F	78%	29.95 in	10.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
641	12/22/1984 -- 3:00 PM	64.0 °F	53.1 °F	67%	29.96 in	10.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
642	12/22/1984 -- 4:00 PM	63.0 °F	50.0 °F	63%	29.98 in	10.0 mi	WSW	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
643	12/22/1984 -- 5:00 PM	62.1 °F	48.0 °F	60%	30.01 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Mostly Cloudy
644	12/22/1984 -- 6:00 PM	57.9 °F	45.0 °F	62%	30.03 in	10.0 mi	SW	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
645	12/22/1984 -- 7:00 PM	55.9 °F	42.1 °F	60%	30.06 in	10.0 mi	West	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
646	12/22/1984 -- 8:00 PM	55.0 °F	41.0 °F	59%	30.08 in	10.0 mi	NW	5.8 mph	  -	N/A	"	 "	Partly Cloudy
647	12/22/1984 -- 9:00 PM	53.1 °F	37.0 °F	55%	30.12 in	10.0 mi	NNW	6.9 mph	  -	N/A	"	 "	Partly Cloudy
648	12/22/1984 -- 10:00 PM	53.1 °F	32.0 °F	45%	30.14 in	10.0 mi	NW	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
649	12/22/1984 -- 11:00 PM	52.0 °F	30.9 °F	45%	30.18 in	10.0 mi	NW	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
650	6/5/1984 -- 12:00 AM	66.0 °F	55.0 °F	68%	30.08 in	10.0 mi	ESE	8.1 mph	  -	N/A	"	 "	Partly Cloudy
651	6/5/1984 -- 1:00 AM	66.0 °F	55.0 °F	68%	30.08 in	10.0 mi	ESE	8.1 mph	  -	N/A	"	 "	Clear
652	6/5/1984 -- 2:00 AM	63.0 °F	55.9 °F	78%	30.08 in	10.0 mi	SE	8.1 mph	  -	N/A	"	 "	Clear
653	6/5/1984 -- 3:00 AM	63.0 °F	57.0 °F	81%	30.09 in	10.0 mi	ESE	4.6 mph	  -	N/A	"	 "	Clear
654	6/5/1984 -- 4:00 AM	63.0 °F	55.9 °F	78%	30.10 in	10.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Clear
655	6/5/1984 -- 5:00 AM	62.1 °F	55.9 °F	80%	30.12 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
656	6/5/1984 -- 6:00 AM	61.0 °F	55.9 °F	83%	30.14 in	10.0 mi	East	4.6 mph	  -	N/A	"	 "	Clear
657	6/5/1984 -- 7:00 AM	62.1 °F	57.0 °F	84%	30.16 in	10.0 mi	ESE	3.5 mph	  -	N/A	"	 "	Clear
658	6/5/1984 -- 8:00 AM	66.0 °F	59.0 °F	78%	30.16 in	10.0 mi	SE	5.8 mph	  -	N/A	"	 "	Clear
659	6/5/1984 -- 9:00 AM	71.1 °F	62.1 °F	73%	30.17 in	7.0 mi	SE	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
660	6/5/1984 -- 10:00 AM	73.9 °F	66.0 °F	76%	30.18 in	7.0 mi	SSE	6.9 mph	  -	N/A	"	 "	Overcast
661	6/5/1984 -- 11:00 AM	77.0 °F	64.9 °F	66%	30.18 in	7.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
662	6/5/1984 -- 12:00 PM	80.1 °F	66.0 °F	62%	30.18 in	7.0 mi	SE	11.5 mph	  -	N/A	"	 "	Unknown
663	6/5/1984 -- 1:00 PM	82.9 °F	68.0 °F	60%	30.16 in	7.0 mi	South	9.2 mph	  -	N/A	"	 "	Clear
664	6/5/1984 -- 2:00 PM	82.9 °F	68.0 °F	60%	30.14 in	7.0 mi	SW	10.4 mph	  -	N/A	"	 "	Scattered Clouds
665	6/5/1984 -- 3:00 PM	84.9 °F	68.0 °F	57%	30.13 in	7.0 mi	SSE	11.5 mph	  -	N/A	"	 "	Scattered Clouds
666	6/5/1984 -- 4:00 PM	84.9 °F	68.0 °F	57%	30.13 in	7.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Scattered Clouds
667	6/5/1984 -- 5:00 PM	84.0 °F	69.1 °F	61%	30.12 in	7.0 mi	South	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
668	6/5/1984 -- 6:00 PM	84.0 °F	69.1 °F	61%	30.11 in	6.0 mi	South	8.1 mph	  -	N/A	"	 "	Drizzle
669	6/5/1984 -- 7:00 PM	82.9 °F	70.0 °F	65%	30.07 in	6.0 mi	South	8.1 mph	  -	N/A	"	 "	Drizzle
670	6/5/1984 -- 8:00 PM	78.1 °F	70.0 °F	76%	30.10 in	6.0 mi	SE	5.8 mph	  -	N/A	"	 "	Drizzle
671	6/5/1984 -- 9:00 PM	75.0 °F	69.1 °F	82%	30.10 in	6.0 mi	SE	6.9 mph	  -	N/A	"	 "	Drizzle
672	6/5/1984 -- 10:00 PM	73.9 °F	68.0 °F	82%	30.12 in	6.0 mi	SSE	8.1 mph	  -	N/A	"	 "	Drizzle
673	6/5/1984 -- 11:00 PM	75.9 °F	68.0 °F	76%	30.15 in	6.0 mi	South	10.4 mph	  -	N/A	"	 "	Drizzle
674	11/18/1983 -- 12:00 AM	35.1 °F	26.1 °F	70%	30.09 in	15.0 mi	West	3.5 mph	  -	N/A	"	 "	Clear
675	11/18/1983 -- 1:00 AM	35.1 °F	26.1 °F	70%	30.09 in	15.0 mi	West	3.5 mph	  -	N/A	"	 "	Clear
676	11/18/1983 -- 2:00 AM	30.0 °F	25.0 °F	82%	30.11 in	15.0 mi	SSW	3.5 mph	  -	N/A	"	 "	Clear
677	11/18/1983 -- 3:00 AM	28.9 °F	24.1 °F	82%	30.11 in	15.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
678	11/18/1983 -- 4:00 AM	28.0 °F	24.1 °F	85%	30.13 in	15.0 mi	Calm	Calm	  -	N/A	"	 "	Partly Cloudy
679	11/18/1983 -- 5:00 AM	27.0 °F	24.1 °F	89%	30.14 in	15.0 mi	WSW	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
680	11/18/1983 -- 6:00 AM	28.9 °F	26.1 °F	89%	30.17 in	15.0 mi	WSW	3.5 mph	  -	N/A	"	 "	Mostly Cloudy
681	11/18/1983 -- 7:00 AM	28.9 °F	25.0 °F	85%	30.18 in	15.0 mi	SSW	3.5 mph	  -	N/A	"	 "	Partly Cloudy
682	11/18/1983 -- 8:00 AM	32.0 °F	28.0 °F	85%	30.19 in	10.0 mi	SSE	3.5 mph	  -	N/A	"	 "	Scattered Clouds
683	11/18/1983 -- 9:00 AM	39.0 °F	30.9 °F	73%	30.21 in	10.0 mi	SW	6.9 mph	  -	N/A	"	 "	Scattered Clouds
684	11/18/1983 -- 10:00 AM	45.0 °F	33.1 °F	63%	30.23 in	7.0 mi	SW	10.4 mph	  -	N/A	"	 "	Clear
685	11/18/1983 -- 11:00 AM	51.1 °F	35.1 °F	54%	30.22 in	7.0 mi	SW	12.7 mph	  -	N/A	"	 "	Clear
686	11/18/1983 -- 12:00 PM	53.1 °F	30.9 °F	43%	30.19 in	7.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Clear
687	11/18/1983 -- 1:00 PM	57.0 °F	32.0 °F	39%	30.17 in	7.0 mi	SW	8.1 mph	  -	N/A	"	 "	Clear
688	11/18/1983 -- 2:00 PM	57.9 °F	33.1 °F	39%	30.14 in	7.0 mi	SW	6.9 mph	  -	N/A	"	 "	Clear
689	11/18/1983 -- 3:00 PM	60.1 °F	34.0 °F	38%	30.12 in	7.0 mi	South	6.9 mph	  -	N/A	"	 "	Partly Cloudy
690	11/18/1983 -- 4:00 PM	60.1 °F	34.0 °F	38%	30.12 in	7.0 mi	South	5.8 mph	  -	N/A	"	 "	Scattered Clouds
691	11/18/1983 -- 5:00 PM	57.0 °F	33.1 °F	40%	30.13 in	10.0 mi	South	5.8 mph	  -	N/A	"	 "	Partly Cloudy
692	11/18/1983 -- 6:00 PM	50.0 °F	35.1 °F	57%	30.14 in	10.0 mi	SSE	5.8 mph	  -	N/A	"	 "	Clear
693	11/18/1983 -- 7:00 PM	48.9 °F	30.9 °F	50%	30.14 in	10.0 mi	South	8.1 mph	  -	N/A	"	 "	Clear
694	11/18/1983 -- 8:00 PM	51.1 °F	30.9 °F	46%	30.14 in	10.0 mi	SSE	10.4 mph	  -	N/A	"	 "	Clear
695	11/18/1983 -- 9:00 PM	50.0 °F	32.0 °F	50%	30.14 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Clear
696	11/18/1983 -- 10:00 PM	48.9 °F	33.1 °F	54%	30.14 in	10.0 mi	SW	4.6 mph	  -	N/A	"	 "	Clear
697	11/18/1983 -- 11:00 PM	48.0 °F	32.0 °F	54%	30.14 in	10.0 mi	South	4.6 mph	  -	N/A	"	 "	Clear
698	5/2/1983 -- 12:00 AM	68.0 °F	55.0 °F	63%	30.11 in	15.0 mi	South	13.8 mph	  -	N/A	"	 "	Partly Cloudy
699	5/2/1983 -- 1:00 AM	66.0 °F	55.9 °F	70%	30.12 in	15.0 mi	South	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
700	5/2/1983 -- 2:00 AM	64.9 °F	55.0 °F	70%	30.10 in	15.0 mi	South	9.2 mph	  -	N/A	"	 "	Partly Cloudy
701	5/2/1983 -- 3:00 AM	64.0 °F	57.0 °F	78%	30.07 in	15.0 mi	South	11.5 mph	  -	N/A	"	 "	Partly Cloudy
702	5/2/1983 -- 4:00 AM	63.0 °F	57.9 °F	84%	30.07 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
703	5/2/1983 -- 5:00 AM	63.0 °F	59.0 °F	87%	30.08 in	10.0 mi	South	8.1 mph	  -	N/A	"	 "	Overcast
704	5/2/1983 -- 6:00 AM	62.1 °F	59.0 °F	90%	30.09 in	10.0 mi	South	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
705	5/2/1983 -- 7:00 AM	62.1 °F	59.0 °F	90%	30.08 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Overcast
706	5/2/1983 -- 7:10 AM	  -	  -	N/A%	30.09 in	7.0 mi	South	10.4 mph	  -	N/A	"	 "	Overcast
707	5/2/1983 -- 8:00 AM	64.0 °F	60.1 °F	87%	30.09 in	7.0 mi	SSW	9.2 mph	  -	N/A	"	 "	Overcast
708	5/2/1983 -- 8:15 AM	  -	  -	N/A%	30.12 in	7.0 mi	SW	10.4 mph	  -	N/A	"	 "	Overcast
709	5/2/1983 -- 9:00 AM	66.9 °F	62.1 °F	84%	30.09 in	7.0 mi	South	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
710	5/2/1983 -- 10:00 AM	70.0 °F	60.1 °F	71%	30.08 in	7.0 mi	SSW	13.8 mph	  -	N/A	"	 "	Overcast
711	5/2/1983 -- 11:00 AM	70.0 °F	60.1 °F	71%	30.07 in	7.0 mi	South	11.5 mph	  -	N/A	"	 "	Overcast
712	5/2/1983 -- 12:00 PM	73.0 °F	59.0 °F	61%	30.06 in	7.0 mi	South	11.5 mph	  -	N/A	"	 "	Overcast
713	5/2/1983 -- 1:00 PM	77.0 °F	60.1 °F	56%	30.04 in	7.0 mi	SSW	13.8 mph	  -	N/A	"	 "	Overcast
714	5/2/1983 -- 2:00 PM	79.0 °F	59.0 °F	50%	29.99 in	7.0 mi	South	15.0 mph	20.7 mph	N/A	"	 "	Overcast
715	5/2/1983 -- 3:00 PM	81.0 °F	60.1 °F	49%	29.98 in	10.0 mi	SSW	15.0 mph	  -	N/A	"	 "	Overcast
716	5/2/1983 -- 4:00 PM	81.0 °F	60.1 °F	49%	29.95 in	10.0 mi	South	13.8 mph	21.9 mph	N/A	"	 "	Mostly Cloudy
717	5/2/1983 -- 5:00 PM	80.1 °F	59.0 °F	48%	29.93 in	10.0 mi	South	18.4 mph	  -	N/A	"	 "	Mostly Cloudy
718	5/2/1983 -- 6:00 PM	80.1 °F	59.0 °F	48%	29.94 in	10.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Overcast
719	5/2/1983 -- 7:00 PM	78.1 °F	59.0 °F	52%	29.92 in	10.0 mi	South	11.5 mph	  -	N/A	"	 "	Overcast
720	5/2/1983 -- 8:00 PM	75.9 °F	59.0 °F	56%	29.94 in	10.0 mi	SSW	10.4 mph	  -	N/A	"	 "	Overcast
721	5/2/1983 -- 9:00 PM	73.9 °F	59.0 °F	59%	29.92 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Overcast
722	5/2/1983 -- 10:00 PM	72.0 °F	59.0 °F	64%	29.92 in	10.0 mi	South	6.9 mph	  -	N/A	"	 "	Overcast
723	5/2/1983 -- 11:00 PM	72.0 °F	59.0 °F	64%	29.93 in	10.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Overcast
724	10/14/1982 -- 12:00 AM	66.0 °F	90%	29.86 in	10.5 mi	NNW	4.6 mph	  -	0.05 in	Fog	"	,"	Rain
725	10/14/1982 -- 12:54 AM	  -	N/A%	29.87 in	10.5 mi	NW	4.6 mph	  -	N/A	Fog	"	,"	Rain
726	10/14/1982 -- 1:00 AM	64.9 °F	90%	29.86 in	10.5 mi	NNW	4.6 mph	  -	0.27 in	Fog	"	,"	Rain
727	10/14/1982 -- 1:39 AM	  -	N/A%	29.87 in	10.5 mi	NNW	4.6 mph	  -	N/A	Fog	"	,"	Rain
728	10/14/1982 -- 2:00 AM	64.9 °F	90%	29.86 in	10.5 mi	NNW	4.6 mph	  -	0.15 in	Fog	"	,"	Rain
729	10/14/1982 -- 2:19 AM	  -	  -	N/A%	29.86 in	7.0 mi	North	4.6 mph	  -	N/A	"	 "	Overcast
730	10/14/1982 -- 3:00 AM	64.0 °F	62.1 °F	93%	29.85 in	7.0 mi	NNW	4.6 mph	  -	0.01 in	"	 "	Overcast
731	10/14/1982 -- 4:00 AM	64.0 °F	61.0 °F	90%	29.84 in	7.0 mi	NNW	3.5 mph	  -	N/A	"	 "	Overcast
732	10/14/1982 -- 5:00 AM	63.0 °F	93%	29.85 in	5.0 mi	NNW	4.6 mph	  -	0.03 in	Fog	"	,"	Rain
733	10/14/1982 -- 5:15 AM	  -	N/A%	29.87 in	5.0 mi	NW	4.6 mph	  -	N/A	Fog	"	,"	Rain
734	10/14/1982 -- 6:00 AM	62.1 °F	60.1 °F	93%	29.86 in	2.0 mi	NNW	4.6 mph	  -	N/A	Fog	Light Drizzle
735	10/14/1982 -- 7:00 AM	62.1 °F	59.0 °F	90%	29.87 in	2.0 mi	NNW	4.6 mph	  -	N/A	Fog	Light Drizzle
736	10/14/1982 -- 7:30 AM	  -	  -	N/A%	29.89 in	3.0 mi	NNW	3.5 mph	  -	N/A	Fog	Fog
737	10/14/1982 -- 8:00 AM	62.1 °F	59.0 °F	90%	29.89 in	3.0 mi	NW	4.6 mph	  -	N/A	Fog	Fog
738	10/14/1982 -- 8:21 AM	  -	N/A%	29.91 in	4.0 mi	NW	4.6 mph	  -	N/A	Fog	"	,"	Rain
739	10/14/1982 -- 9:00 AM	62.1 °F	59.0 °F	90%	29.90 in	4.0 mi	NNW	5.8 mph	  -	0.01 in	Fog	Fog
740	10/14/1982 -- 9:10 AM	  -	  -	N/A%	29.92 in	4.0 mi	NW	4.6 mph	  -	N/A	Fog	Fog
741	10/14/1982 -- 9:28 AM	  -	  -	N/A%	29.92 in	4.0 mi	NNW	5.8 mph	  -	N/A	Fog	Fog
742	10/14/1982 -- 10:00 AM	62.1 °F	59.0 °F	90%	29.92 in	4.0 mi	NNW	6.9 mph	  -	N/A	Fog	Fog
743	10/14/1982 -- 11:00 AM	64.0 °F	55.9 °F	75%	29.93 in	10.0 mi	NNW	11.5 mph	  -	N/A	"	 "	Overcast
744	10/14/1982 -- 12:00 PM	66.9 °F	52.0 °F	59%	29.93 in	10.0 mi	NW	10.4 mph	  -	N/A	"	 "	Unknown
745	10/14/1982 -- 1:00 PM	69.1 °F	50.0 °F	51%	29.91 in	10.0 mi	NNW	5.8 mph	  -	N/A	"	 "	Scattered Clouds
746	10/14/1982 -- 2:00 PM	71.1 °F	50.0 °F	47%	29.89 in	10.0 mi	WNW	6.9 mph	  -	N/A	"	 "	Scattered Clouds
747	10/14/1982 -- 3:00 PM	72.0 °F	45.0 °F	38%	29.86 in	10.0 mi	NW	9.2 mph	  -	N/A	"	 "	Scattered Clouds
748	10/14/1982 -- 4:00 PM	73.0 °F	45.0 °F	37%	29.85 in	10.0 mi	NW	9.2 mph	  -	N/A	"	 "	Clear
749	10/14/1982 -- 5:00 PM	72.0 °F	43.0 °F	35%	29.86 in	10.0 mi	WNW	9.2 mph	  -	N/A	"	 "	Scattered Clouds
750	10/14/1982 -- 6:00 PM	70.0 °F	45.0 °F	41%	29.86 in	15.0 mi	WNW	6.9 mph	  -	N/A	"	 "	Scattered Clouds
751	10/14/1982 -- 7:00 PM	66.9 °F	46.9 °F	49%	29.86 in	15.0 mi	WNW	5.8 mph	  -	N/A	"	 "	Scattered Clouds
752	10/14/1982 -- 8:00 PM	57.9 °F	51.1 °F	78%	29.88 in	20.0 mi	ESE	4.6 mph	  -	N/A	"	 "	Clear
