Timestamp,WU Local time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions
1498917360,7/1/2017 6:56 AM,55.4 °F,50.0 °F,82%,29.97 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Scattered Clouds
1496501220,6/3/2017 7:47 AM,59.0 °F,53.6 °F,82%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1496505120,6/3/2017 8:52 AM,62.6 °F,53.6 °F,72%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1496508960,6/3/2017 9:56 AM,69.8 °F,51.8 °F,53%,29.95 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1496512020,6/3/2017 10:47 AM,71.6 °F,50.0 °F,46%,29.94 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1496515620,6/3/2017 11:47 AM,75.2 °F,53.6 °F,47%,29.95 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1496519460,6/3/2017 12:51 PM,78.8 °F,51.8 °F,39%,29.93 in,10.0 mi,NW,13.8 mph,  -,N/A,	 ,Scattered Clouds
1496523000,6/3/2017 1:50 PM,80.6 °F,50.0 °F,34%,29.92 in,10.0 mi,North,11.5 mph,  -,N/A,	 ,Clear
1496526660,6/3/2017 2:51 PM,80.6 °F,51.8 °F,37%,29.92 in,10.0 mi,North,17.3 mph,  -,N/A,	 ,Clear
1496530260,6/3/2017 3:51 PM,78.8 °F,53.6 °F,42%,29.92 in,10.0 mi,NW,13.8 mph,  -,N/A,	 ,Clear
1496533620,6/3/2017 4:47 PM,78.8 °F,51.8 °F,39%,29.91 in,10.0 mi,North,10.4 mph,  -,N/A,	 ,Clear
1496540820,6/3/2017 6:47 PM,77.0 °F,48.2 °F,36%,29.92 in,10.0 mi,NW,13.8 mph,  -,N/A,	 ,Clear
1496544420,6/3/2017 7:47 PM,68.0 °F,48.2 °F,49%,29.93 in,10.0 mi,NNW,13.8 mph,  -,N/A,	 ,Clear
1496548020,6/3/2017 8:47 PM,64.4 °F,50.0 °F,59%,29.95 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Clear
1496552040,6/3/2017 9:54 PM,60.8 °F,50.0 °F,68%,29.96 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Clear
1496411460,6/2/2017 6:51 AM,57.2 °F,48.2 °F,72%,30.00 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1496414820,6/2/2017 7:47 AM,60.8 °F,51.8 °F,72%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1496418420,6/2/2017 8:47 AM,64.4 °F,51.8 °F,64%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1496422020,6/2/2017 9:47 AM,69.8 °F,51.8 °F,53%,29.99 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1496425680,6/2/2017 10:48 AM,73.4 °F,51.8 °F,47%,29.97 in,10.0 mi,North,11.5 mph,  -,N/A,	 ,Clear
1496429220,6/2/2017 11:47 AM,77.0 °F,51.8 °F,41%,29.96 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Clear
1496432940,6/2/2017 12:49 PM,78.8 °F,51.8 °F,39%,29.95 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Clear
1496440200,6/2/2017 2:50 PM,82.4 °F,50.0 °F,32%,29.95 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Clear
1496443740,6/2/2017 3:49 PM,84.2 °F,51.8 °F,33%,29.91 in,10.0 mi,North,  -,  -,N/A,	 ,Clear
1496447340,6/2/2017 4:49 PM,82.4 °F,51.8 °F,35%,29.90 in,10.0 mi,NNW,15.0 mph,  -,N/A,	 ,Clear
1496450820,6/2/2017 5:47 PM,77.0 °F,50.0 °F,39%,29.90 in,10.0 mi,North,16.1 mph,  -,N/A,	 ,Clear
1496454420,6/2/2017 6:47 PM,75.2 °F,50.0 °F,41%,29.92 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1496458020,6/2/2017 7:47 PM,69.8 °F,50.0 °F,49%,29.93 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Clear
1496461620,6/2/2017 8:47 PM,66.2 °F,50.0 °F,56%,29.94 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1496465220,6/2/2017 9:47 PM,62.6 °F,51.8 °F,68%,29.95 in,10.0 mi,NW,6.9 mph,  -,N/A,	 ,Clear
1496324820,6/1/2017 6:47 AM,60.8 °F,55.4 °F,82%,29.99 in,10.0 mi,NW,5.8 mph,  -,N/A,	 ,Overcast
1496328600,6/1/2017 7:50 AM,62.6 °F,55.4 °F,77%,30.00 in,10.0 mi,North,5.8 mph,  -,N/A,	 ,Overcast
1496332200,6/1/2017 8:50 AM,64.4 °F,55.4 °F,73%,30.00 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1496335680,6/1/2017 9:48 AM,66.2 °F,55.4 °F,68%,30.00 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Scattered Clouds
1496339220,6/1/2017 10:47 AM,69.8 °F,55.4 °F,60%,29.99 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1496342880,6/1/2017 11:48 AM,75.2 °F,57.2 °F,53%,29.99 in,10.0 mi,North,13.8 mph,  -,N/A,	 ,Scattered Clouds
1496346600,6/1/2017 12:50 PM,75.2 °F,55.4 °F,50%,29.98 in,10.0 mi,NNW,13.8 mph,  -,N/A,	 ,Scattered Clouds
1496350020,6/1/2017 1:47 PM,75.2 °F,55.4 °F,50%,29.97 in,10.0 mi,NNW,17.3 mph,  -,N/A,	 ,Scattered Clouds
1496353680,6/1/2017 2:48 PM,75.2 °F,53.6 °F,47%,29.96 in,10.0 mi,NNW,17.3 mph,  -,N/A,	 ,Scattered Clouds
1496357280,6/1/2017 3:48 PM,77.0 °F,53.6 °F,44%,29.96 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1496361000,6/1/2017 4:50 PM,75.2 °F,55.4 °F,50%,29.95 in,10.0 mi,NNW,20.7 mph,  -,N/A,	 ,Clear
1496364900,6/1/2017 5:55 PM,73.4 °F,53.6 °F,50%,29.95 in,10.0 mi,NNW,20.7 mph,  -,N/A,	 ,Clear
1496368020,6/1/2017 6:47 PM,69.8 °F,53.6 °F,56%,29.96 in,10.0 mi,North,23.0 mph,  -,N/A,	 ,Clear
1496371620,6/1/2017 7:47 PM,66.2 °F,53.6 °F,64%,29.97 in,10.0 mi,North,23.0 mph,  -,N/A,	 ,Clear
1496375220,6/1/2017 8:47 PM,62.6 °F,53.6 °F,72%,29.99 in,10.0 mi,North,17.3 mph,  -,N/A,	 ,Clear
1496378820,6/1/2017 9:47 PM,60.8 °F,51.8 °F,72%,30.01 in,10.0 mi,North,12.7 mph,  -,N/A,	 ,Clear
1496238420,5/31/2017 6:47 AM,57.2 °F,53.6 °F,88%,29.97 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1496246160,5/31/2017 8:56 AM,64.4 °F,48.2 °F,56%,29.98 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1496249220,5/31/2017 9:47 AM,64.4 °F,50.0 °F,59%,29.99 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1496252820,5/31/2017 10:47 AM,69.8 °F,48.2 °F,46%,29.98 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Clear
1496256420,5/31/2017 11:47 AM,71.6 °F,46.4 °F,41%,29.98 in,10.0 mi,NW,17.3 mph,  -,N/A,	 ,Clear
1496260020,5/31/2017 12:47 PM,73.4 °F,46.4 °F,38%,29.98 in,10.0 mi,North,  -,  -,N/A,	 ,Clear
1496263920,5/31/2017 1:52 PM,75.2 °F,42.8 °F,31%,29.97 in,10.0 mi,North,15.0 mph,  -,N/A,	 ,Clear
1496267400,5/31/2017 2:50 PM,75.2 °F,46.4 °F,36%,29.98 in,10.0 mi,North,17.3 mph,  -,N/A,	 ,Clear
1496270880,5/31/2017 3:48 PM,75.2 °F,51.8 °F,44%,29.95 in,10.0 mi,NNW,20.7 mph,  -,N/A,	 ,Clear
1496274720,5/31/2017 4:52 PM,75.2 °F,53.6 °F,47%,29.95 in,10.0 mi,NNW,20.7 mph,  -,N/A,	 ,Clear
1496278020,5/31/2017 5:47 PM,73.4 °F,53.6 °F,50%,29.94 in,10.0 mi,NNW,20.7 mph,  -,N/A,	 ,Partly Cloudy
1496281620,5/31/2017 6:47 PM,68.0 °F,55.4 °F,64%,29.95 in,10.0 mi,NW,15.0 mph,  -,N/A,	 ,Partly Cloudy
1496285220,5/31/2017 7:47 PM,66.2 °F,55.4 °F,68%,29.95 in,10.0 mi,North,13.8 mph,  -,N/A,	 ,Partly Cloudy
1496288820,5/31/2017 8:47 PM,64.4 °F,55.4 °F,73%,29.96 in,10.0 mi,North,13.8 mph,  -,N/A,	 ,Partly Cloudy
1496292420,5/31/2017 9:47 PM,60.8 °F,55.4 °F,82%,29.99 in,10.0 mi,North,13.8 mph,  -,N/A,	 ,Partly Cloudy
1496152020,5/30/2017 6:47 AM,55.4 °F,50.0 °F,82%,30.01 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Overcast
1496155620,5/30/2017 7:47 AM,55.4 °F,50.0 °F,82%,30.02 in,8.0 mi,North,9.2 mph,  -,N/A,	 ,Overcast
1496159220,5/30/2017 8:47 AM,57.2 °F,50.0 °F,77%,30.02 in,8.0 mi,NNW,9.2 mph,  -,N/A,	 ,Overcast
1496162820,5/30/2017 9:47 AM,60.8 °F,48.2 °F,63%,30.02 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1496166420,5/30/2017 10:47 AM,62.6 °F,48.2 °F,59%,30.02 in,10.0 mi,North,9.2 mph,  -,N/A,	 ,Scattered Clouds
1496170020,5/30/2017 11:47 AM,66.2 °F,48.2 °F,52%,30.00 in,10.0 mi,NNW,10.4 mph,  -,N/A,	 ,Scattered Clouds
1496173800,5/30/2017 12:50 PM,69.8 °F,48.2 °F,46%,29.99 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1496177520,5/30/2017 1:52 PM,71.6 °F,46.4 °F,41%,29.97 in,10.0 mi,NW,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1496181000,5/30/2017 2:50 PM,68.0 °F,50.0 °F,52%,29.97 in,10.0 mi,NW,17.3 mph,  -,N/A,	 ,Mostly Cloudy
1496184420,5/30/2017 3:47 PM,68.0 °F,50.0 °F,52%,29.97 in,10.0 mi,NNW,17.3 mph,  -,N/A,	 ,Mostly Cloudy
1496188440,5/30/2017 4:54 PM,68.0 °F,50.0 °F,52%,29.97 in,10.0 mi,NNW,16.1 mph,  -,N/A,	 ,Mostly Cloudy
1496191620,5/30/2017 5:47 PM,66.2 °F,46.4 °F,49%,29.96 in,10.0 mi,NNW,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1496195460,5/30/2017 6:51 PM,64.4 °F,46.4 °F,52%,29.96 in,10.0 mi,NNW,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1496199300,5/30/2017 7:55 PM,60.8 °F,46.4 °F,59%,29.96 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1496202540,5/30/2017 8:49 PM,59.0 °F,48.2 °F,67%,29.97 in,10.0 mi,NW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1496206140,5/30/2017 9:49 PM,59.0 °F,50.0 °F,72%,29.99 in,10.0 mi,North,11.5 mph,  -,N/A,	 ,Scattered Clouds
1496065620,5/29/2017 6:47 AM,55.4 °F,50.0 °F,82%,30.02 in,8.0 mi,North,9.2 mph,  -,N/A,	 ,Overcast
1496069220,5/29/2017 7:47 AM,55.4 °F,50.0 °F,82%,30.03 in,8.0 mi,North,9.2 mph,  -,N/A,	 ,Overcast
1496072820,5/29/2017 8:47 AM,57.2 °F,50.0 °F,77%,30.04 in,8.0 mi,North,9.2 mph,  -,N/A,	 ,Overcast
1496076420,5/29/2017 9:47 AM,57.2 °F,50.0 °F,77%,30.04 in,10.0 mi,North,10.4 mph,  -,N/A,	 ,Overcast
1496080020,5/29/2017 10:47 AM,60.8 °F,51.8 °F,72%,30.03 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Overcast
1496083620,5/29/2017 11:47 AM,64.4 °F,51.8 °F,64%,30.02 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Overcast
1496087220,5/29/2017 12:47 PM,66.2 °F,51.8 °F,60%,30.00 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Overcast
1496090820,5/29/2017 1:47 PM,68.0 °F,51.8 °F,56%,29.99 in,10.0 mi,NW,13.8 mph,  -,N/A,	 ,Overcast
1496094420,5/29/2017 2:47 PM,69.8 °F,51.8 °F,53%,29.96 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1496098020,5/29/2017 3:47 PM,69.8 °F,51.8 °F,53%,29.96 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1496101620,5/29/2017 4:47 PM,69.8 °F,51.8 °F,53%,29.94 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1496105220,5/29/2017 5:47 PM,68.0 °F,51.8 °F,56%,29.94 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1496112420,5/29/2017 7:47 PM,59.0 °F,50.0 °F,72%,29.98 in,10.0 mi,NNW,17.3 mph,  -,N/A,	 ,Scattered Clouds
1496116020,5/29/2017 8:47 PM,57.2 °F,50.0 °F,77%,30.00 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1496119620,5/29/2017 9:47 PM,55.4 °F,50.0 °F,82%,30.01 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1495979220,5/28/2017 6:47 AM,55.4 °F,50.0 °F,82%,30.12 in,8.0 mi,NNW,5.8 mph,  -,N/A,	 ,Clear
1495982820,5/28/2017 7:47 AM,57.2 °F,50.0 °F,77%,30.13 in,8.0 mi,NNW,6.9 mph,  -,N/A,	 ,Clear
1495986420,5/28/2017 8:47 AM,57.2 °F,50.0 °F,77%,30.13 in,8.0 mi,NNW,11.5 mph,  -,N/A,	 ,Overcast
1495993620,5/28/2017 10:47 AM,62.6 °F,50.0 °F,63%,30.12 in,8.0 mi,NW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1495997220,5/28/2017 11:47 AM,64.4 °F,51.8 °F,64%,30.11 in,8.0 mi,WNW,9.2 mph,  -,N/A,	 ,Partly Cloudy
1496000820,5/28/2017 12:47 PM,66.2 °F,51.8 °F,60%,30.12 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1496008080,5/28/2017 2:48 PM,69.8 °F,53.6 °F,56%,30.08 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Clear
1496011620,5/28/2017 3:47 PM,69.8 °F,53.6 °F,56%,30.05 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1496015280,5/28/2017 4:48 PM,71.6 °F,53.6 °F,53%,30.04 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1496018820,5/28/2017 5:47 PM,69.8 °F,53.6 °F,56%,30.03 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1496022600,5/28/2017 6:50 PM,66.2 °F,53.6 °F,64%,30.03 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1496026200,5/28/2017 7:50 PM,62.6 °F,51.8 °F,68%,30.04 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1496029800,5/28/2017 8:50 PM,59.0 °F,51.8 °F,77%,30.05 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Clear
1496033520,5/28/2017 9:52 PM,57.2 °F,51.8 °F,82%,30.07 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Clear
1495893300,5/27/2017 6:55 AM,57.2 °F,50.0 °F,77%,30.10 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Overcast
1495896420,5/27/2017 7:47 AM,57.2 °F,50.0 °F,77%,30.11 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Overcast
1495900020,5/27/2017 8:47 AM,57.2 °F,50.0 °F,77%,30.12 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Overcast
1495903620,5/27/2017 9:47 AM,60.8 °F,50.0 °F,68%,30.13 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Overcast
1495905300,5/27/2017 10:15 AM,64.4 °F,50.0 °F,59%,30.13 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1495910820,5/27/2017 11:47 AM,64.4 °F,50.0 °F,59%,30.12 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1495914420,5/27/2017 12:47 PM,73.4 °F,51.8 °F,47%,30.10 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1495918020,5/27/2017 1:47 PM,71.6 °F,51.8 °F,50%,30.09 in,10.0 mi,North,11.5 mph,  -,N/A,	 ,Clear
1495921620,5/27/2017 2:47 PM,71.6 °F,51.8 °F,50%,30.09 in,10.0 mi,North,13.8 mph,  -,N/A,	 ,Clear
1495925220,5/27/2017 3:47 PM,71.6 °F,51.8 °F,50%,30.08 in,10.0 mi,NW,13.8 mph,  -,N/A,	 ,Clear
1495928820,5/27/2017 4:47 PM,71.6 °F,51.8 °F,50%,30.08 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Clear
1495939620,5/27/2017 7:47 PM,64.4 °F,50.0 °F,59%,30.08 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Clear
1495946820,5/27/2017 9:47 PM,59.0 °F,51.8 °F,77%,30.12 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Clear
1495806600,5/26/2017 6:50 AM,57.2 °F,50.0 °F,77%,29.93 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1495810020,5/26/2017 7:47 AM,59.0 °F,50.0 °F,72%,29.95 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1495813680,5/26/2017 8:48 AM,60.8 °F,48.2 °F,63%,29.97 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Overcast
1495817220,5/26/2017 9:47 AM,62.6 °F,48.2 °F,59%,29.98 in,10.0 mi,SSE,13.8 mph,  -,N/A,	 ,Overcast
1495821300,5/26/2017 10:55 AM,62.6 °F,48.2 °F,59%,29.99 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Overcast
1495831620,5/26/2017 1:47 PM,68.0 °F,48.2 °F,49%,30.01 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1495835220,5/26/2017 2:47 PM,66.2 °F,48.2 °F,52%,30.01 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1495839540,5/26/2017 3:59 PM,69.8 °F,48.2 °F,46%,30.00 in,10.0 mi,SW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1495842420,5/26/2017 4:47 PM,69.8 °F,48.2 °F,46%,29.99 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1495846020,5/26/2017 5:47 PM,68.0 °F,48.2 °F,49%,29.99 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Scattered Clouds
1495849620,5/26/2017 6:47 PM,68.0 °F,48.2 °F,49%,29.99 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Scattered Clouds
1495853220,5/26/2017 7:47 PM,64.4 °F,50.0 °F,59%,30.00 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Scattered Clouds
1495856820,5/26/2017 8:47 PM,60.8 °F,48.2 °F,63%,30.03 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Clear
1495860420,5/26/2017 9:47 PM,59.0 °F,50.0 °F,72%,30.05 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Clear
1495720200,5/25/2017 6:50 AM,57.2 °F,48.2 °F,72%,29.78 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1495723920,5/25/2017 7:52 AM,60.8 °F,50.0 °F,68%,29.79 in,10.0 mi,SE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1495727700,5/25/2017 8:55 AM,62.6 °F,50.0 °F,63%,29.80 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1495731240,5/25/2017 9:54 AM,62.6 °F,48.2 °F,59%,29.81 in,10.0 mi,ESE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1495734420,5/25/2017 10:47 AM,66.2 °F,48.2 °F,52%,29.80 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1495738020,5/25/2017 11:47 AM,68.0 °F,48.2 °F,49%,29.81 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1495741800,5/25/2017 12:50 PM,69.8 °F,48.2 °F,46%,29.81 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1495745220,5/25/2017 1:47 PM,71.6 °F,48.2 °F,43%,29.81 in,10.0 mi,ESE,9.2 mph,  -,N/A,	 ,Scattered Clouds
1495748820,5/25/2017 2:47 PM,71.6 °F,48.2 °F,43%,29.80 in,10.0 mi,South,17.3 mph,  -,N/A,	 ,Scattered Clouds
1495752420,5/25/2017 3:47 PM,71.6 °F,48.2 °F,43%,29.80 in,10.0 mi,South,13.8 mph,  -,N/A,	 ,Scattered Clouds
1495756020,5/25/2017 4:47 PM,71.6 °F,48.2 °F,43%,29.79 in,10.0 mi,NW,8.1 mph,  -,N/A,	 ,Scattered Clouds
1495759980,5/25/2017 5:53 PM,69.8 °F,48.2 °F,46%,29.79 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Scattered Clouds
1495763580,5/25/2017 6:53 PM,66.2 °F,48.2 °F,52%,29.80 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Scattered Clouds
1495767180,5/25/2017 7:53 PM,64.4 °F,50.0 °F,59%,29.82 in,10.0 mi,South,17.3 mph,  -,N/A,	 ,Scattered Clouds
1495770420,5/25/2017 8:47 PM,59.0 °F,50.0 °F,72%,29.84 in,10.0 mi,SSE,13.8 mph,  -,N/A,	 ,Scattered Clouds
1495774440,5/25/2017 9:54 PM,59.0 °F,48.2 °F,67%,29.86 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Scattered Clouds
1495633620,5/24/2017 6:47 AM,59.0 °F,53.6 °F,82%,29.98 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1495634100,5/24/2017 6:55 AM,59.0 °F,53.6 °F,82%,29.88 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1495637220,5/24/2017 7:47 AM,59.0 °F,53.6 °F,82%,29.88 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1495641000,5/24/2017 8:50 AM,60.8 °F,53.6 °F,77%,29.88 in,10.0 mi,North,  -,  -,N/A,	 ,Overcast
1495644600,5/24/2017 9:50 AM,64.4 °F,53.6 °F,68%,29.88 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495648440,5/24/2017 10:54 AM,69.8 °F,53.6 °F,56%,29.86 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495651620,5/24/2017 11:47 AM,75.2 °F,53.6 °F,47%,29.85 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495655280,5/24/2017 12:48 PM,75.2 °F,53.6 °F,47%,29.83 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495658940,5/24/2017 1:49 PM,78.8 °F,53.6 °F,42%,29.81 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495662540,5/24/2017 2:49 PM,78.8 °F,55.4 °F,44%,29.78 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495666020,5/24/2017 3:47 PM,77.0 °F,55.4 °F,47%,29.77 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495669740,5/24/2017 4:49 PM,75.2 °F,55.4 °F,50%,29.77 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495673220,5/24/2017 5:47 PM,75.2 °F,55.4 °F,50%,29.75 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495676880,5/24/2017 6:48 PM,73.4 °F,53.6 °F,50%,29.74 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495680480,5/24/2017 7:48 PM,69.8 °F,48.2 °F,46%,29.74 in,10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
1495684440,5/24/2017 8:54 PM,64.4 °F,51.8 °F,64%,29.75 in,10.0 mi,North,  -,  -,N/A,	 ,Scattered Clouds
1495687620,5/24/2017 9:47 PM,59.0 °F,50.0 °F,72%,29.76 in,10.0 mi,North,  -,  -,N/A,	 ,Scattered Clouds
1495547220,5/23/2017 6:47 AM,57.2 °F,51.8 °F,82%,29.99 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Scattered Clouds
1495551420,5/23/2017 7:57 AM,62.6 °F,53.6 °F,72%,29.98 in,10.0 mi,NNW,4.6 mph,  -,N/A,	 ,Partly Cloudy
1495554600,5/23/2017 8:50 AM,66.2 °F,53.6 °F,64%,29.98 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1495558020,5/23/2017 9:47 AM,69.8 °F,53.6 °F,56%,29.98 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1495561800,5/23/2017 10:50 AM,75.2 °F,55.4 °F,50%,29.97 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1495568820,5/23/2017 12:47 PM,78.8 °F,59.0 °F,51%,29.95 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Clear
1495572600,5/23/2017 1:50 PM,82.4 °F,59.0 °F,45%,29.94 in,10.0 mi,NW,8.1 mph,  -,N/A,	 ,Clear
1495576140,5/23/2017 2:49 PM,82.4 °F,59.0 °F,45%,29.94 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Partly Cloudy
1495579620,5/23/2017 3:47 PM,82.4 °F,57.2 °F,42%,29.94 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Partly Cloudy
1495583220,5/23/2017 4:47 PM,82.4 °F,53.6 °F,37%,29.93 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Partly Cloudy
1495587000,5/23/2017 5:50 PM,78.8 °F,53.6 °F,42%,29.92 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1495590600,5/23/2017 6:50 PM,75.2 °F,53.6 °F,47%,29.93 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1495597620,5/23/2017 8:47 PM,66.2 °F,53.6 °F,64%,29.94 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1495601220,5/23/2017 9:47 PM,62.6 °F,53.6 °F,72%,29.94 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1495460820,5/22/2017 6:47 AM,57.2 °F,50.0 °F,77%,29.98 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1495468020,5/22/2017 8:47 AM,62.6 °F,53.6 °F,72%,30.00 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
