Timestamp,WU Local time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions
1498913220,7/1/2017 5:47 AM,75.2 °F,30.2 °F,19%,29.79 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476539220,10/15/2016 6:47 AM,60.8 °F,35.6 °F,39%,29.93 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476542820,10/15/2016 7:47 AM,66.2 °F,42.8 °F,43%,29.94 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Clear
1476546420,10/15/2016 8:47 AM,77.0 °F,37.4 °F,24%,29.97 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Clear
1476550020,10/15/2016 9:47 AM,78.8 °F,37.4 °F,23%,29.97 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Clear
1476553620,10/15/2016 10:47 AM,84.2 °F,35.6 °F,18%,29.97 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Clear
1476557220,10/15/2016 11:47 AM,87.8 °F,37.4 °F,17%,29.95 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1476560820,10/15/2016 12:47 PM,91.4 °F,35.6 °F,14%,29.92 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1476564420,10/15/2016 1:47 PM,91.4 °F,33.8 °F,13%,29.89 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Clear
1476568020,10/15/2016 2:47 PM,93.2 °F,32.0 °F,11%,29.87 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1476575220,10/15/2016 4:47 PM,93.2 °F,28.4 °F,10%,29.85 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Clear
1476578820,10/15/2016 5:47 PM,91.4 °F,30.2 °F,11%,29.84 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476582420,10/15/2016 6:47 PM,87.8 °F,30.2 °F,13%,29.85 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476586020,10/15/2016 7:47 PM,82.4 °F,33.8 °F,17%,29.86 in,15.0 mi,Variable,6.9 mph,  -,N/A,	 ,Clear
1476589620,10/15/2016 8:47 PM,80.6 °F,35.6 °F,20%,29.88 in,15.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1476449220,10/14/2016 5:47 AM,59.0 °F,37.4 °F,45%,29.97 in,10.0 mi,NE,4.6 mph,  -,N/A,	 ,Clear
1476452820,10/14/2016 6:47 AM,59.0 °F,39.2 °F,48%,29.98 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476456420,10/14/2016 7:47 AM,68.0 °F,37.4 °F,33%,29.99 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476460020,10/14/2016 8:47 AM,71.6 °F,35.6 °F,27%,30.01 in,10.0 mi,NNW,4.6 mph,  -,N/A,	 ,Partly Cloudy
1476463620,10/14/2016 9:47 AM,77.0 °F,33.8 °F,21%,30.01 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1476470820,10/14/2016 11:47 AM,87.8 °F,30.2 °F,13%,29.97 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1476474420,10/14/2016 12:47 PM,91.4 °F,30.2 °F,11%,29.94 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1476478020,10/14/2016 1:47 PM,93.2 °F,28.4 °F,10%,29.91 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476481620,10/14/2016 2:47 PM,93.2 °F,28.4 °F,10%,29.88 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476485220,10/14/2016 3:47 PM,95.0 °F,28.4 °F,9%,29.87 in,10.0 mi,SSE,5.8 mph,  -,N/A,	 ,Clear
1476488820,10/14/2016 4:47 PM,93.2 °F,26.6 °F,9%,29.85 in,10.0 mi,SSE,5.8 mph,  -,N/A,	 ,Clear
1476492420,10/14/2016 5:47 PM,91.4 °F,26.6 °F,10%,29.85 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Clear
1476496020,10/14/2016 6:47 PM,86.0 °F,30.2 °F,13%,29.86 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Clear
1476499620,10/14/2016 7:47 PM,80.6 °F,33.8 °F,18%,29.86 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Clear
1476503220,10/14/2016 8:47 PM,78.8 °F,37.4 °F,23%,29.87 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Clear
1476362820,10/13/2016 5:47 AM,59.0 °F,33.8 °F,39%,29.97 in,15.0 mi,NE,4.6 mph,  -,N/A,	 ,Partly Cloudy
1476366420,10/13/2016 6:47 AM,60.8 °F,33.8 °F,36%,29.98 in,15.0 mi,North,3.5 mph,  -,N/A,	 ,Partly Cloudy
1476370020,10/13/2016 7:47 AM,66.2 °F,33.8 °F,30%,30.01 in,10.0 mi,North,4.6 mph,  -,N/A,	 ,Partly Cloudy
1476373620,10/13/2016 8:47 AM,71.6 °F,39.2 °F,31%,30.02 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1476377220,10/13/2016 9:47 AM,77.0 °F,37.4 °F,24%,30.03 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1476380820,10/13/2016 10:47 AM,82.4 °F,35.6 °F,19%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476384420,10/13/2016 11:47 AM,84.2 °F,33.8 °F,16%,30.00 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1476398820,10/13/2016 3:47 PM,91.4 °F,26.6 °F,10%,29.91 in,10.0 mi,SSW,5.8 mph,  -,N/A,	 ,Clear
1476402420,10/13/2016 4:47 PM,91.4 °F,30.2 °F,11%,29.91 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Clear
1476406020,10/13/2016 5:47 PM,87.8 °F,30.2 °F,13%,29.91 in,10.0 mi,SSW,5.8 mph,  -,N/A,	 ,Clear
1476409620,10/13/2016 6:47 PM,84.2 °F,32.0 °F,15%,29.92 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Clear
1476413220,10/13/2016 7:47 PM,77.0 °F,37.4 °F,24%,29.93 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476416820,10/13/2016 8:47 PM,75.2 °F,39.2 °F,27%,29.93 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476276420,10/12/2016 5:47 AM,60.8 °F,35.6 °F,39%,29.97 in,15.0 mi,East,6.9 mph,  -,N/A,	 ,Clear
1476280020,10/12/2016 6:47 AM,64.4 °F,35.6 °F,34%,29.98 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476283620,10/12/2016 7:47 AM,66.2 °F,35.6 °F,32%,30.00 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476287220,10/12/2016 8:47 AM,73.4 °F,33.8 °F,23%,30.01 in,20.0 mi,North,  -,  -,N/A,	 ,Clear
1476290820,10/12/2016 9:47 AM,82.4 °F,37.4 °F,20%,30.02 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476294420,10/12/2016 10:47 AM,84.2 °F,35.6 °F,18%,30.00 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1476298020,10/12/2016 11:47 AM,84.2 °F,32.0 °F,15%,29.99 in,20.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1476301620,10/12/2016 12:47 PM,86.0 °F,32.0 °F,14%,29.95 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1476305220,10/12/2016 1:47 PM,87.8 °F,30.2 °F,13%,29.92 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1476308820,10/12/2016 2:47 PM,89.6 °F,26.6 °F,10%,29.91 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1476312420,10/12/2016 3:47 PM,91.4 °F,24.8 °F,9%,29.90 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1476316020,10/12/2016 4:47 PM,89.6 °F,23.0 °F,9%,29.89 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Clear
1476319620,10/12/2016 5:47 PM,87.8 °F,24.8 °F,10%,29.88 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Clear
1476323220,10/12/2016 6:47 PM,84.2 °F,26.6 °F,12%,29.88 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Clear
1476326820,10/12/2016 7:47 PM,77.0 °F,30.2 °F,18%,29.90 in,10.0 mi,WNW,6.9 mph,  -,N/A,	 ,Clear
1476330420,10/12/2016 8:47 PM,75.2 °F,33.8 °F,22%,29.91 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Clear
1476190020,10/11/2016 5:47 AM,64.4 °F,44.6 °F,49%,29.97 in,10.0 mi,ENE,6.9 mph,  -,N/A,	 ,Clear
1476193620,10/11/2016 6:47 AM,66.2 °F,42.8 °F,43%,29.99 in,20.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476197220,10/11/2016 7:47 AM,68.0 °F,44.6 °F,43%,29.99 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476200820,10/11/2016 8:47 AM,77.0 °F,44.6 °F,32%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476204420,10/11/2016 9:47 AM,82.4 °F,44.6 °F,26%,30.02 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476208020,10/11/2016 10:47 AM,87.8 °F,42.8 °F,21%,30.01 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Clear
1476211620,10/11/2016 11:47 AM,91.4 °F,41.0 °F,17%,29.99 in,20.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1476215220,10/11/2016 12:47 PM,93.2 °F,39.2 °F,15%,29.96 in,20.0 mi,South,5.8 mph,  -,N/A,	 ,Clear
1476218820,10/11/2016 1:47 PM,93.2 °F,39.2 °F,15%,29.92 in,10.0 mi,WSW,8.1 mph,  -,N/A,	 ,Clear
1476222420,10/11/2016 2:47 PM,95.0 °F,37.4 °F,13%,29.90 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Clear
1476226020,10/11/2016 3:47 PM,95.0 °F,33.8 °F,12%,29.89 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Clear
1476229620,10/11/2016 4:47 PM,95.0 °F,30.2 °F,10%,29.88 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Clear
1476233220,10/11/2016 5:47 PM,93.2 °F,37.4 °F,14%,29.88 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Clear
1476240420,10/11/2016 7:47 PM,86.0 °F,41.0 °F,20%,29.90 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Clear
1476244020,10/11/2016 8:47 PM,80.6 °F,42.8 °F,26%,29.92 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476103620,10/10/2016 5:47 AM,66.2 °F,51.8 °F,60%,29.98 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476107220,10/10/2016 6:47 AM,66.2 °F,51.8 °F,60%,29.99 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476110820,10/10/2016 7:47 AM,71.6 °F,51.8 °F,50%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476114420,10/10/2016 8:47 AM,75.2 °F,51.8 °F,44%,30.03 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476118020,10/10/2016 9:47 AM,82.4 °F,46.4 °F,28%,30.03 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Clear
1476121620,10/10/2016 10:47 AM,86.0 °F,44.6 °F,23%,30.02 in,10.0 mi,SSE,5.8 mph,  -,N/A,	 ,Clear
1476125220,10/10/2016 11:47 AM,89.6 °F,44.6 °F,21%,30.00 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Clear
1476128820,10/10/2016 12:47 PM,91.4 °F,44.6 °F,20%,29.98 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Clear
1476132420,10/10/2016 1:47 PM,93.2 °F,42.8 °F,17%,29.96 in,20.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1476136020,10/10/2016 2:47 PM,93.2 °F,41.0 °F,16%,29.94 in,20.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1476143220,10/10/2016 4:47 PM,93.2 °F,39.2 °F,15%,29.92 in,20.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1476146820,10/10/2016 5:47 PM,91.4 °F,39.2 °F,16%,29.91 in,20.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1476150420,10/10/2016 6:47 PM,86.0 °F,41.0 °F,20%,29.92 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1476154020,10/10/2016 7:47 PM,86.0 °F,41.0 °F,20%,29.93 in,15.0 mi,North,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1476157620,10/10/2016 8:47 PM,82.4 °F,44.6 °F,26%,29.94 in,15.0 mi,North,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1476017220,10/9/2016 5:47 AM,71.6 °F,55.4 °F,57%,29.98 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1476020820,10/9/2016 6:47 AM,69.8 °F,55.4 °F,60%,30.00 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476024420,10/9/2016 7:47 AM,75.2 °F,53.6 °F,47%,30.02 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1476028020,10/9/2016 8:47 AM,78.8 °F,53.6 °F,42%,30.03 in,10.0 mi,NNE,5.8 mph,  -,N/A,	 ,Clear
1476031620,10/9/2016 9:47 AM,84.2 °F,55.4 °F,37%,30.03 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1476035220,10/9/2016 10:47 AM,87.8 °F,55.4 °F,33%,30.01 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Clear
1476038820,10/9/2016 11:47 AM,91.4 °F,55.4 °F,29%,29.99 in,10.0 mi,East,11.5 mph,  -,N/A,	 ,Clear
1476042420,10/9/2016 12:47 PM,91.4 °F,55.4 °F,29%,29.97 in,20.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1476046020,10/9/2016 1:47 PM,93.2 °F,53.6 °F,26%,29.95 in,20.0 mi,ENE,5.8 mph,  -,N/A,	 ,Clear
1476049620,10/9/2016 2:47 PM,95.0 °F,51.8 °F,23%,29.92 in,20.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1476053220,10/9/2016 3:47 PM,95.0 °F,51.8 °F,23%,29.91 in,20.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1476056820,10/9/2016 4:47 PM,95.0 °F,50.0 °F,22%,29.91 in,20.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1476060420,10/9/2016 5:47 PM,93.2 °F,50.0 °F,23%,29.91 in,20.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1476064020,10/9/2016 6:47 PM,89.6 °F,51.8 °F,27%,29.91 in,15.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1476067620,10/9/2016 7:47 PM,86.0 °F,51.8 °F,31%,29.93 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1476071220,10/9/2016 8:47 PM,82.4 °F,53.6 °F,37%,29.94 in,15.0 mi,North,5.8 mph,  -,N/A,	 ,Partly Cloudy
1475930820,10/8/2016 5:47 AM,77.0 °F,46.4 °F,34%,29.91 in,10.0 mi,East,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1475934420,10/8/2016 6:47 AM,75.2 °F,50.0 °F,41%,29.92 in,10.0 mi,ENE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1475938020,10/8/2016 7:47 AM,78.8 °F,50.0 °F,36%,29.94 in,10.0 mi,NE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1475941620,10/8/2016 8:47 AM,80.6 °F,51.8 °F,37%,29.95 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Scattered Clouds
1475945220,10/8/2016 9:47 AM,87.8 °F,55.4 °F,33%,29.94 in,10.0 mi,East,13.8 mph,  -,N/A,	 ,Clear
1475948820,10/8/2016 10:47 AM,89.6 °F,53.6 °F,29%,29.93 in,10.0 mi,East,20.7 mph,  -,N/A,	 ,Clear
1475952420,10/8/2016 11:47 AM,91.4 °F,51.8 °F,26%,29.91 in,10.0 mi,East,15.0 mph,  -,N/A,	 ,Clear
1475956020,10/8/2016 12:47 PM,93.2 °F,53.6 °F,26%,29.89 in,10.0 mi,NE,15.0 mph,  -,N/A,	 ,Scattered Clouds
1475959620,10/8/2016 1:47 PM,95.0 °F,50.0 °F,22%,29.87 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Clear
1475963220,10/8/2016 2:47 PM,95.0 °F,48.2 °F,20%,29.86 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1475970420,10/8/2016 4:47 PM,95.0 °F,48.2 °F,20%,29.84 in,20.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1475974020,10/8/2016 5:47 PM,93.2 °F,46.4 °F,20%,29.84 in,20.0 mi,NW,6.9 mph,  -,N/A,	 ,Scattered Clouds
1475977620,10/8/2016 6:47 PM,89.6 °F,48.2 °F,24%,29.87 in,10.0 mi,North,17.3 mph,  -,N/A,	 ,Scattered Clouds
1475981220,10/8/2016 7:47 PM,87.8 °F,48.2 °F,25%,29.88 in,15.0 mi,NNE,13.8 mph,  -,N/A,	 ,Scattered Clouds
1475984820,10/8/2016 8:47 PM,82.4 °F,55.4 °F,39%,29.90 in,15.0 mi,East,13.8 mph,  -,N/A,	 ,Scattered Clouds
1475844420,10/7/2016 5:47 AM,60.8 °F,44.6 °F,55%,29.94 in,10.0 mi,NNE,5.8 mph,  -,N/A,	 ,Partly Cloudy
1475848020,10/7/2016 6:47 AM,59.0 °F,44.6 °F,59%,29.95 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475851620,10/7/2016 7:47 AM,64.4 °F,44.6 °F,49%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475855220,10/7/2016 8:47 AM,69.8 °F,44.6 °F,40%,29.97 in,10.0 mi,West,4.6 mph,  -,N/A,	 ,Partly Cloudy
1475858820,10/7/2016 9:47 AM,75.2 °F,44.6 °F,34%,29.97 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475862420,10/7/2016 10:47 AM,80.6 °F,41.0 °F,24%,29.95 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475866020,10/7/2016 11:47 AM,86.0 °F,35.6 °F,17%,29.93 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475869620,10/7/2016 12:47 PM,89.6 °F,35.6 °F,15%,29.90 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1475873220,10/7/2016 1:47 PM,89.6 °F,35.6 °F,15%,29.86 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475876820,10/7/2016 2:47 PM,93.2 °F,35.6 °F,13%,29.83 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Partly Cloudy
1475880420,10/7/2016 3:47 PM,95.0 °F,35.6 °F,12%,29.82 in,10.0 mi,North,6.9 mph,  -,N/A,	 ,Clear
1475884020,10/7/2016 4:47 PM,95.0 °F,35.6 °F,12%,29.81 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1475887620,10/7/2016 5:47 PM,93.2 °F,35.6 °F,13%,29.81 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Clear
1475891220,10/7/2016 6:47 PM,89.6 °F,37.4 °F,16%,29.81 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Clear
1475894820,10/7/2016 7:47 PM,86.0 °F,39.2 °F,19%,29.82 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Clear
1475898420,10/7/2016 8:47 PM,80.6 °F,44.6 °F,28%,29.83 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1475758020,10/6/2016 5:47 AM,60.8 °F,44.6 °F,55%,29.87 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Partly Cloudy
1475761620,10/6/2016 6:47 AM,62.6 °F,42.8 °F,48%,29.89 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1475765220,10/6/2016 7:47 AM,68.0 °F,42.8 °F,40%,29.91 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1475768820,10/6/2016 8:47 AM,71.6 °F,44.6 °F,38%,		-,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1475772420,10/6/2016 9:47 AM,75.2 °F,42.8 °F,31%,29.94 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1475776020,10/6/2016 10:47 AM,78.8 °F,41.0 °F,26%,29.93 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475779620,10/6/2016 11:47 AM,82.4 °F,44.6 °F,26%,29.92 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475783220,10/6/2016 12:47 PM,84.2 °F,46.4 °F,27%,29.90 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475786820,10/6/2016 1:47 PM,86.0 °F,44.6 °F,23%,29.88 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1475790420,10/6/2016 2:47 PM,87.8 °F,42.8 °F,21%,29.86 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475794020,10/6/2016 3:47 PM,87.8 °F,41.0 °F,19%,29.86 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Clear
1475797620,10/6/2016 4:47 PM,87.8 °F,39.2 °F,18%,29.85 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Clear
1475801220,10/6/2016 5:47 PM,86.0 °F,37.4 °F,18%,29.85 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Clear
1475804820,10/6/2016 6:47 PM,82.4 °F,37.4 °F,20%,29.86 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Clear
1475808420,10/6/2016 7:47 PM,78.8 °F,39.2 °F,24%,29.88 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Clear
1475812020,10/6/2016 8:47 PM,75.2 °F,41.0 °F,29%,29.89 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Clear
1475671620,10/5/2016 5:47 AM,57.2 °F,39.2 °F,51%,29.85 in,10.0 mi,NNE,5.8 mph,  -,N/A,	 ,Clear
1475675220,10/5/2016 6:47 AM,57.2 °F,39.2 °F,51%,29.87 in,20.0 mi,ENE,6.9 mph,  -,N/A,	 ,Clear
1475678820,10/5/2016 7:47 AM,62.6 °F,42.8 °F,48%,29.89 in,10.0 mi,ENE,9.2 mph,  -,N/A,	 ,Clear
1475682420,10/5/2016 8:47 AM,69.8 °F,41.0 °F,35%,29.89 in,10.0 mi,NE,5.8 mph,  -,N/A,	 ,Clear
1475686020,10/5/2016 9:47 AM,77.0 °F,37.4 °F,24%,29.89 in,10.0 mi,East,4.6 mph,  -,N/A,	 ,Clear
1475689620,10/5/2016 10:47 AM,80.6 °F,37.4 °F,21%,29.89 in,10.0 mi,NNE,4.6 mph,  -,N/A,	 ,Clear
1475693220,10/5/2016 11:47 AM,82.4 °F,37.4 °F,20%,29.87 in,20.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1475696820,10/5/2016 12:47 PM,84.2 °F,33.8 °F,16%,29.94 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Clear
1475700420,10/5/2016 1:47 PM,86.0 °F,33.8 °F,15%,29.82 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475704020,10/5/2016 2:47 PM,86.0 °F,33.8 °F,15%,29.81 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1475707620,10/5/2016 3:47 PM,87.8 °F,33.8 °F,15%,29.80 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Partly Cloudy
1475711220,10/5/2016 4:47 PM,87.8 °F,35.6 °F,16%,29.78 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Partly Cloudy
1475714820,10/5/2016 5:47 PM,86.0 °F,37.4 °F,18%,29.78 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Partly Cloudy
1475718420,10/5/2016 6:47 PM,84.2 °F,37.4 °F,19%,29.78 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Partly Cloudy
1475722020,10/5/2016 7:47 PM,80.6 °F,42.8 °F,26%,29.79 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Clear
1475725620,10/5/2016 8:47 PM,77.0 °F,46.4 °F,34%,29.80 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Clear
1475585220,10/4/2016 5:47 AM,55.4 °F,37.4 °F,51%,29.83 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Clear
1475588820,10/4/2016 6:47 AM,57.2 °F,35.6 °F,44%,29.84 in,20.0 mi,North,4.6 mph,  -,N/A,	 ,Clear
1475592420,10/4/2016 7:47 AM,60.8 °F,35.6 °F,39%,29.87 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1475596020,10/4/2016 8:47 AM,64.4 °F,35.6 °F,34%,29.88 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1475599620,10/4/2016 9:47 AM,69.8 °F,35.6 °F,28%,29.88 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1475603220,10/4/2016 10:47 AM,75.2 °F,32.0 °F,21%,29.88 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1475606820,10/4/2016 11:47 AM,78.8 °F,26.6 °F,15%,29.86 in,20.0 mi,South,8.1 mph,  -,N/A,	 ,Clear
1475610420,10/4/2016 12:47 PM,80.6 °F,26.6 °F,14%,29.86 in,10.0 mi,SW,3.5 mph,  -,N/A,	 ,Clear
1475614020,10/4/2016 1:47 PM,80.6 °F,19.4 °F,10%,29.83 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Clear
1475617620,10/4/2016 2:47 PM,82.4 °F,24.8 °F,12%,29.81 in,10.0 mi,SW,10.4 mph,  -,N/A,	 ,Clear
1475621220,10/4/2016 3:47 PM,82.4 °F,28.4 °F,14%,29.80 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Clear
1475624820,10/4/2016 4:47 PM,82.4 °F,30.2 °F,15%,29.79 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Clear
1475628420,10/4/2016 5:47 PM,82.4 °F,30.2 °F,15%,29.78 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Clear
1475632020,10/4/2016 6:47 PM,78.8 °F,28.4 °F,16%,29.79 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Clear
1475635620,10/4/2016 7:47 PM,75.2 °F,35.6 °F,24%,29.80 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1475639220,10/4/2016 8:47 PM,73.4 °F,35.6 °F,25%,29.82 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1475498820,10/3/2016 5:47 AM,68.0 °F,57.2 °F,68%,29.82 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Clear
